method,family,method_type,regime,noise,future_idx,valid_rate,cat_rate,beats_rate,med_error,med_improve,stability,n_seeds
wynn_eps_3,wynn_eps,limit,rational_decay,0.001,150,1.0,0.0333,0.3333,0.06217816906815611,0.9725606228562448,1.0667,30
wynn_rho_1,wynn_rho,limit,rational_decay,0.001,150,1.0,0.0,0.3667,0.0612663289836925,0.9947532203757485,1.1467,30
wynn_rho_2,wynn_rho,limit,rational_decay,0.001,150,1.0,0.0,0.5333,0.05849760778700347,1.0378484990827386,1.2133,30
wynn_rho_3,wynn_rho,limit,rational_decay,0.001,150,1.0,0.0,0.4667,0.06330404441856152,0.9535524210069103,1.1867,30
pade_11,pade,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.0008596644373511028,68.3753651184154,1.4,30
pade_12,pade,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.0029331637178168016,20.254814481003052,1.4,30
pade_13,pade,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.000770108101781207,76.43259922914828,1.4,30
pade_21,pade,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.014569100121737066,4.137124441707229,1.4,30
pade_22,pade,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.0008313643418308772,72.11838318683397,1.4,30
pade_23,pade,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.003055208374894376,19.26403566403446,1.4,30
pade_31,pade,trajectory,rational_decay,0.001,150,1.0,0.6,0.0,0.32398176649834415,0.1860962976066629,-0.2,30
pade_32,pade,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.010689751149225352,5.505736659206105,1.4,30
levin_t1,levin,limit,rational_decay,0.001,150,1.0,0.0,0.5667,0.061198820177949795,1.000007473592434,1.2267,30
levin_t2,levin,limit,rational_decay,0.001,150,1.0,0.0,0.2333,0.061613492439937814,0.9655539880599511,1.0933,30
levin_u1,levin,limit,rational_decay,0.001,150,1.0,0.0,0.5667,0.06119607794201892,1.0000152335516024,1.2267,30
levin_u2,levin,limit,rational_decay,0.001,150,1.0,0.0,0.2333,0.06161119491314258,0.9659821876069605,1.0933,30
levin_v1,levin,limit,rational_decay,0.001,150,1.0,0.0,0.0,0.06352692214963872,0.9433232172936481,1.0,30
levin_v2,levin,limit,rational_decay,0.001,150,1.0,0.0,0.0333,0.063695592612506,0.9386505514553817,1.0133,30
weniger_d1,weniger,limit,rational_decay,0.001,150,1.0,0.0,0.0,0.12428571428571429,0.48028200430240675,1.0,30
weniger_d2,weniger,limit,rational_decay,0.001,150,1.0,0.0,0.0,0.12428571428571429,0.48028200430270174,1.0,30
brezinski_theta1,brezinski,limit,rational_decay,0.001,150,1.0,0.0,0.5667,0.059684020890807474,1.0331111197416243,1.2267,30
brezinski_theta2,brezinski,limit,rational_decay,0.001,150,1.0,0.0333,0.1333,0.06734228122518368,0.8975254139899831,0.9867,30
neville_2,neville,trajectory,rational_decay,0.001,150,0.6667,0.9,0.0333,1.3764825179851026,0.0448757162688133,-1.12,30
neville_3,neville,trajectory,rational_decay,0.001,150,0.5333,1.0,0.0,31.41862353230679,0.002033536684901575,-1.4667,30
neville_4,neville,trajectory,rational_decay,0.001,150,0.3667,1.0,0.0,218.99935331451653,0.00027923296899881177,-1.6333,30
anderson_1,anderson,limit,rational_decay,0.001,150,1.0,0.0,0.5667,0.0611982150366545,1.0000074683741516,1.2267,30
anderson_2,anderson,limit,rational_decay,0.001,150,1.0,0.0,0.3333,0.0607762712195961,0.9977714656025161,1.1333,30
anderson_3,anderson,limit,rational_decay,0.001,150,1.0,0.0,0.2667,0.060726997010864855,0.9904208704264476,1.1067,30
median_ensemble,ensemble,trajectory,rational_decay,0.001,150,1.0,0.0,0.7667,0.05960218750547566,1.0077104767849248,1.3067,30
stability_weighted,ensemble,trajectory,rational_decay,0.001,150,1.0,0.0,0.5667,0.05855982297313343,1.0262166782030295,1.2267,30
best_shanks_wynn,ensemble,limit,rational_decay,0.001,150,1.0,0.0,0.5667,0.06119882017794892,1.0000074735924223,1.2267,30
current_value,baseline,limit,rational_decay,0.001,1000,1.0,0.0,0.0,0.15446571112709886,1.0,1.0,30
linear,baseline,trajectory,rational_decay,0.001,1000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.014562695816203522,10.631518417749461,1.4,30
geom_avg_diff,baseline,limit,rational_decay,0.001,1000,0.4667,0.5333,0.3667,0.15403693379419203,1.0074805286941357,-0.4533,30
richardson_1,richardson,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.009962775244779312,15.519331200982379,1.4,30
richardson_2,richardson,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.009962767728132618,15.519344164421998,1.4,30
richardson_3,richardson,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.005838878064102895,26.463720066469286,1.4,30
richardson_a05,richardson,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.028832766901586114,5.347741229670036,1.4,30
richardson_a10,richardson,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.07163491634951452,2.1585629237149018,1.4,30
richardson_a20,richardson,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.14798087978111837,1.045082395163698,1.4,30
single_exp_fit,parametric,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.10196153682958557,1.5109567844340281,1.4,30
double_exp_fit,parametric,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.05854449767874187,2.6473493487460074,1.4,30
rational_fit,parametric,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.001837712777446869,84.2760962808934,1.4,30
log_fit,parametric,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.12226813528666267,1.263679621131153,1.4,30
shanks_1,shanks,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.155972339341712,1.0000028857386858,1.2267,30
shanks_2,shanks,limit,rational_decay,0.001,1000,1.0,0.0,0.0333,0.15801416496396903,0.9767131256456452,1.0133,30
shanks_3,shanks,limit,rational_decay,0.001,1000,1.0,0.0,0.1333,0.158837011628769,0.9766793718061186,1.0533,30
shanks_4,shanks,limit,rational_decay,0.001,1000,1.0,0.0333,0.1,0.16061160399093027,0.9634548164651402,0.9733,30
wynn_eps_1,wynn_eps,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.15597233934171287,1.0000028857386905,1.2267,30
wynn_eps_2,wynn_eps,limit,rational_decay,0.001,1000,1.0,0.0,0.3667,0.15725152904722184,0.986643936779241,1.1467,30
wynn_eps_3,wynn_eps,limit,rational_decay,0.001,1000,1.0,0.0,0.3333,0.15695168823191918,0.9892015145516071,1.1333,30
wynn_rho_1,wynn_rho,limit,rational_decay,0.001,1000,1.0,0.0,0.3667,0.15603984814745558,0.9979409735770367,1.1467,30
wynn_rho_2,wynn_rho,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.1523195797875966,1.0164254431055464,1.2267,30
wynn_rho_3,wynn_rho,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.15291055473106163,1.015068741317454,1.2267,30
pade_11,pade,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.0027066604065677114,56.915706821174844,1.4,30
pade_12,pade,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.008530774926121776,18.04481233389161,1.4,30
pade_13,pade,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.005380274178569046,28.691800084120757,1.4,30
pade_21,pade,trajectory,rational_decay,0.001,1000,1.0,0.1333,0.1667,0.5344743437847099,0.2912482832145231,0.8,30
pade_22,pade,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.002197597493629303,70.55746993577672,1.4,30
pade_23,pade,trajectory,rational_decay,0.001,1000,1.0,0.0,1.0,0.008565520604192745,17.98244052260666,1.4,30
pade_31,pade,trajectory,rational_decay,0.001,1000,1.0,1.0,0.0,43.91768094071554,0.0035334528699503486,-1.0,30
pade_32,pade,trajectory,rational_decay,0.001,1000,1.0,0.0667,0.1,0.36764208081485816,0.4208416343453252,0.9067,30
levin_t1,levin,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.15597233934171287,1.0000028857386907,1.2267,30
levin_t2,levin,limit,rational_decay,0.001,1000,1.0,0.0,0.2333,0.1563870116037009,0.9863256768668978,1.0933,30
levin_u1,levin,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.155969597105782,1.0000058818989745,1.2267,30
levin_u2,levin,limit,rational_decay,0.001,1000,1.0,0.0,0.2333,0.15638471407690566,0.9864982402751582,1.0933,30
levin_v1,levin,limit,rational_decay,0.001,1000,1.0,0.0,0.0,0.1583004413134018,0.9771699804197307,1.0,30
levin_v2,levin,limit,rational_decay,0.001,1000,1.0,0.0,0.0333,0.15846911177626907,0.9754557818907472,1.0133,30
weniger_d1,weniger,limit,rational_decay,0.001,1000,1.0,0.0,1.0,0.029512195121951218,5.23396211255757,1.4,30
weniger_d2,weniger,limit,rational_decay,0.001,1000,1.0,0.0,1.0,0.029512195121951218,5.233962112571119,1.4,30
brezinski_theta1,brezinski,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.15445754005457055,1.0126264724984548,1.2267,30
brezinski_theta2,brezinski,limit,rational_decay,0.001,1000,1.0,0.0333,0.1333,0.16211580038894674,0.9574557936181349,0.9867,30
neville_2,neville,trajectory,rational_decay,0.001,1000,0.5667,0.9667,0.0,7.185055092364825,0.021726671840837878,-1.3667,30
neville_3,neville,trajectory,rational_decay,0.001,1000,0.3667,1.0,0.0,230.67370303309082,0.0006741136424926454,-1.6333,30
neville_4,neville,trajectory,rational_decay,0.001,1000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.15597173420041757,1.0000028837238522,1.2267,30
anderson_2,anderson,limit,rational_decay,0.001,1000,1.0,0.0,0.3333,0.15554979038335917,0.9991357796943674,1.1333,30
anderson_3,anderson,limit,rational_decay,0.001,1000,1.0,0.0,0.2667,0.15550051617462793,0.9963071520125244,1.1067,30
median_ensemble,ensemble,trajectory,rational_decay,0.001,1000,1.0,0.0,0.7667,0.15437570666923872,1.0029566257514495,1.3067,30
stability_weighted,ensemble,trajectory,rational_decay,0.001,1000,1.0,0.0,0.6333,0.14820047008861814,1.043474281410969,1.2533,30
best_shanks_wynn,ensemble,limit,rational_decay,0.001,1000,1.0,0.0,0.5667,0.155972339341712,1.0000028857386858,1.2267,30
current_value,baseline,limit,rational_decay,0.001,5000,1.0,0.0,0.0,0.1699978067465625,1.0,1.0,30
linear,baseline,trajectory,rational_decay,0.001,5000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.007360395084005404,23.135847588756008,1.4,30
geom_avg_diff,baseline,limit,rational_decay,0.001,5000,0.4667,0.5333,0.3667,0.1695690294136557,1.0067928755801092,-0.4533,30
richardson_1,richardson,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,6.0991533282323505e-05,2790.235087082806,1.4,30
richardson_2,richardson,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,6.09922444331102e-05,2790.201510648014,1.4,30
richardson_3,richardson,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.002721792112667591,62.42046186895629,1.4,30
richardson_a05,richardson,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.05703184343454362,2.9756648664011345,1.4,30
richardson_a10,richardson,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.08001321153098111,2.1263896809462373,1.4,30
richardson_a20,richardson,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.16330895091863562,1.0421012146591466,1.4,30
single_exp_fit,parametric,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.11749363244205592,1.4435444991433324,1.4,30
double_exp_fit,parametric,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.0740764504510259,2.2992936237400885,1.4,30
rational_fit,parametric,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.0020927554215866666,81.20853192152825,1.4,30
log_fit,parametric,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.10915981870968033,1.5577146432382518,1.4,30
shanks_1,shanks,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.17150443496117562,1.0000026219547338,1.2267,30
shanks_2,shanks,limit,rational_decay,0.001,5000,1.0,0.0,0.0333,0.1735462605834327,0.9787995259506053,1.0133,30
shanks_3,shanks,limit,rational_decay,0.001,5000,1.0,0.0,0.1333,0.17436910724823262,0.9787507621933522,1.0533,30
shanks_4,shanks,limit,rational_decay,0.001,5000,1.0,0.0333,0.1,0.17614369961039394,0.9666831237110498,0.9733,30
wynn_eps_1,wynn_eps,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.1715044349611765,1.0000026219547378,1.2267,30
wynn_eps_2,wynn_eps,limit,rational_decay,0.001,5000,1.0,0.0,0.3667,0.17278362466668548,0.9878436626909275,1.1467,30
wynn_eps_3,wynn_eps,limit,rational_decay,0.001,5000,1.0,0.0,0.3333,0.17248378385138283,0.9901777066442683,1.1333,30
wynn_rho_1,wynn_rho,limit,rational_decay,0.001,5000,1.0,0.0,0.3667,0.1715719437669192,0.9981274282874337,1.1467,30
wynn_rho_2,wynn_rho,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.16785167540706025,1.0149000656204412,1.2267,30
wynn_rho_3,wynn_rho,limit,rational_decay,0.001,5000,1.0,0.0,0.6,0.16800163698634007,1.0136794455830191,1.24,30
pade_11,pade,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.0031245483775936365,54.48986801824735,1.4,30
pade_12,pade,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.009691367217981238,17.531561360362716,1.4,30
pade_13,pade,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.017508219582954957,9.728969231698777,1.4,30
pade_21,pade,trajectory,rational_decay,0.001,5000,1.0,0.8333,0.0667,3.2594949562924054,0.05257594320385748,-0.64,30
pade_22,pade,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.0024925209944079447,68.54950096801605,1.4,30
pade_23,pade,trajectory,rational_decay,0.001,5000,1.0,0.0,1.0,0.009698814646393118,17.519265606332574,1.4,30
pade_31,pade,trajectory,rational_decay,0.001,5000,0.0,1.0,0.0,,,-2.0,30
pade_32,pade,trajectory,rational_decay,0.001,5000,0.9333,0.9333,0.0,2.3187529400132845,0.07310753609354684,-0.9333,30
levin_t1,levin,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.1715044349611765,1.0000026219547378,1.2267,30
levin_t2,levin,limit,rational_decay,0.001,5000,1.0,0.0,0.2333,0.17191910722316453,0.987555493858502,1.0933,30
levin_u1,levin,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.17150169272524562,1.0000053442295633,1.2267,30
levin_u2,levin,limit,rational_decay,0.001,5000,1.0,0.0,0.2333,0.1719168096963693,0.9877126735925599,1.0933,30
levin_v1,levin,limit,rational_decay,0.001,5000,1.0,0.0,0.0,0.17383253693286543,0.9792051269539888,1.0,30
levin_v2,levin,limit,rational_decay,0.001,5000,1.0,0.0,0.0333,0.17400120739573272,0.9776529264235694,1.0133,30
weniger_d1,weniger,limit,rational_decay,0.001,5000,1.0,0.0,1.0,0.013980099502487563,12.159985464723253,1.4,30
weniger_d2,weniger,limit,rational_decay,0.001,5000,1.0,0.0,1.0,0.013980099502487563,12.159985464789703,1.4,30
brezinski_theta1,brezinski,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.1699896356740342,1.0114636832068458,1.2267,30
brezinski_theta2,brezinski,limit,rational_decay,0.001,5000,1.0,0.0333,0.1333,0.1776478960084104,0.96117370575345,0.9867,30
neville_2,neville,trajectory,rational_decay,0.001,5000,0.5667,0.9667,0.0,8.34855191499718,0.020568712865458107,-1.3667,30
neville_3,neville,trajectory,rational_decay,0.001,5000,0.2667,1.0,0.0,233.5433475961104,0.0007325684444082104,-1.7333,30
neville_4,neville,trajectory,rational_decay,0.001,5000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.17150382981988122,1.0000026201240786,1.2267,30
anderson_2,anderson,limit,rational_decay,0.001,5000,1.0,0.0,0.3333,0.17108188600282281,0.999214581991337,1.1333,30
anderson_3,anderson,limit,rational_decay,0.001,5000,1.0,0.0,0.2667,0.17103261179409157,0.9966450198858374,1.1067,30
median_ensemble,ensemble,trajectory,rational_decay,0.001,5000,1.0,0.0,0.7667,0.1699078022887024,1.002685295245648,1.3067,30
stability_weighted,ensemble,trajectory,rational_decay,0.001,5000,1.0,0.0,0.9,0.14484035190783523,1.1691262944925152,1.36,30
best_shanks_wynn,ensemble,limit,rational_decay,0.001,5000,1.0,0.0,0.5667,0.17150443496117562,1.0000026219547338,1.2267,30
current_value,baseline,limit,rational_decay,0.005,150,1.0,0.0,0.0,0.058055301362359285,1.0,1.0,30
linear,baseline,trajectory,rational_decay,0.005,150,1.0,0.0,0.0,0.13582928801115102,0.42814656894446623,1.0,30
log_linear,baseline,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.009983470972521905,5.839226342120909,1.4,30
geom_avg_diff,baseline,limit,rational_decay,0.005,150,0.5667,0.4333,0.2667,0.05807834031997901,0.9702574045868243,-0.1933,30
richardson_1,richardson,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.009997048892303587,5.812729496197024,1.4,30
richardson_2,richardson,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.009997042910793896,5.812724916020805,1.4,30
richardson_3,richardson,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.00764306550295428,7.586160165706019,1.4,30
richardson_a05,richardson,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.0011198695168797776,46.03101226993657,1.4,30
richardson_a10,richardson,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.027091980330446463,2.1291646327777705,1.4,30
richardson_a20,richardson,trajectory,rational_decay,0.005,150,1.0,0.0,0.2,0.06209358426194325,0.9361591225811035,1.08,30
single_exp_fit,parametric,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.018067651657820663,3.2278817515638116,1.4,30
double_exp_fit,parametric,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.015926115519975095,3.7006520915273473,1.4,30
rational_fit,parametric,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.0025998269074146985,22.11387381501443,1.4,30
log_fit,parametric,trajectory,rational_decay,0.005,150,1.0,0.0,0.0,0.08404427645366322,0.6906703760660956,1.0,30
shanks_1,shanks,limit,rational_decay,0.005,150,1.0,0.0,0.5667,0.059157973241250744,1.0008659791544623,1.2267,30
shanks_2,shanks,limit,rational_decay,0.005,150,1.0,0.0,0.1333,0.06302567328741399,0.9151579375742733,1.0533,30
shanks_3,shanks,limit,rational_decay,0.005,150,1.0,0.0,0.1667,0.06383224114277554,0.9119732892524192,1.0667,30
shanks_4,shanks,limit,rational_decay,0.005,150,1.0,0.0,0.1,0.06511634384327031,0.9090206357776517,1.04,30
wynn_eps_1,wynn_eps,limit,rational_decay,0.005,150,1.0,0.0,0.5667,0.05915797324125083,1.0008659791544585,1.2267,30
wynn_eps_2,wynn_eps,limit,rational_decay,0.005,150,1.0,0.0,0.2667,0.06363666415547214,0.9167327086982642,1.1067,30
wynn_eps_3,wynn_eps,limit,rational_decay,0.005,150,1.0,0.0,0.2333,0.06373557044523814,0.9228882009166695,1.0933,30
wynn_rho_1,wynn_rho,limit,rational_decay,0.005,150,1.0,0.0,0.3333,0.05907912644056959,0.9850015785195292,1.1333,30
wynn_rho_2,wynn_rho,limit,rational_decay,0.005,150,1.0,0.0667,0.2,0.06259898009616569,0.9586973245857306,0.9467,30
wynn_rho_3,wynn_rho,limit,rational_decay,0.005,150,1.0,0.0,0.3333,0.06241675321790657,0.9632720666755603,1.1333,30
pade_11,pade,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.013131844734697168,4.4513068805045055,1.4,30
pade_12,pade,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.00327630780483118,17.624461085777796,1.4,30
pade_13,pade,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.004651358114449264,13.171333555614737,1.4,30
pade_21,pade,trajectory,rational_decay,0.005,150,0.9667,0.6667,0.0,0.3379069326302177,0.18000385953732898,-0.3667,30
pade_22,pade,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.008853130186793741,6.825971680199814,1.4,30
pade_23,pade,trajectory,rational_decay,0.005,150,1.0,0.0,1.0,0.00326145081188136,18.302702852014598,1.4,30
pade_31,pade,trajectory,rational_decay,0.005,150,1.0,0.0,0.0,0.17216360492962396,0.3338733856339198,1.0,30
pade_32,pade,trajectory,rational_decay,0.005,150,0.7333,0.9667,0.0,0.4705451858669697,0.11551435091968987,-1.2,30
levin_t1,levin,limit,rational_decay,0.005,150,1.0,0.0,0.5667,0.05915797324125083,1.0008659791544583,1.2267,30
levin_t2,levin,limit,rational_decay,0.005,150,1.0,0.0,0.3667,0.05962051028749535,0.9722776321715444,1.1467,30
levin_u1,levin,limit,rational_decay,0.005,150,1.0,0.0,0.5667,0.05910414113984942,1.0008907354198608,1.2267,30
levin_u2,levin,limit,rational_decay,0.005,150,1.0,0.0,0.3667,0.05963823565490872,0.9719875034293319,1.1467,30
levin_v1,levin,limit,rational_decay,0.005,150,1.0,0.0,0.2333,0.06242927837610422,0.9187381929508953,1.0933,30
levin_v2,levin,limit,rational_decay,0.005,150,1.0,0.0,0.2,0.0634949741682504,0.9166217955281862,1.08,30
weniger_d1,weniger,limit,rational_decay,0.005,150,1.0,0.0,0.0,0.12428571428571429,0.46711162015691504,1.0,30
weniger_d2,weniger,limit,rational_decay,0.005,150,1.0,0.0,0.0,0.12428571428571429,0.46711162015691376,1.0,30
brezinski_theta1,brezinski,limit,rational_decay,0.005,150,1.0,0.0,0.5667,0.05594766167453344,1.102172991050863,1.2267,30
brezinski_theta2,brezinski,limit,rational_decay,0.005,150,1.0,0.0,0.2333,0.06769352295048385,0.8472055758846607,1.0933,30
neville_2,neville,trajectory,rational_decay,0.005,150,0.6,1.0,0.0,5.369132147303126,0.010918956818041245,-1.4,30
neville_3,neville,trajectory,rational_decay,0.005,150,0.6,1.0,0.0,117.80171076675656,0.00048720247541405155,-1.4,30
neville_4,neville,trajectory,rational_decay,0.005,150,0.1,1.0,0.0,211.51661887049863,0.00030331097093471164,-1.9,30
anderson_1,anderson,limit,rational_decay,0.005,150,1.0,0.0,0.5667,0.05915656007625515,1.0008658956316347,1.2267,30
anderson_2,anderson,limit,rational_decay,0.005,150,1.0,0.0,0.4333,0.05836212277807849,0.995372088714677,1.1733,30
anderson_3,anderson,limit,rational_decay,0.005,150,1.0,0.0,0.4,0.05884964370561872,0.9904023414331883,1.16,30
median_ensemble,ensemble,trajectory,rational_decay,0.005,150,1.0,0.0,0.6,0.057852904501015975,1.0013656503246584,1.24,30
stability_weighted,ensemble,trajectory,rational_decay,0.005,150,1.0,0.0,0.4333,0.05991823121306093,0.9693516257989265,1.1733,30
