method,family,method_type,regime,noise,future_idx,valid_rate,cat_rate,beats_rate,med_error,med_improve,stability,n_seeds
current_value,baseline,limit,osc_exp,0.001,1000,1.0,0.0,0.0,0.05176829859810128,1.0,1.0,30
linear,baseline,trajectory,osc_exp,0.001,1000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.0007543165174633956,69.07562395609511,1.4,30
geom_avg_diff,baseline,limit,osc_exp,0.001,1000,0.4667,0.5333,0.1667,0.053505455283447134,0.9813765055839172,-0.5333,30
richardson_1,richardson,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.0015462633737688613,33.553331505699724,1.4,30
richardson_2,richardson,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.0031292358929053297,16.531701683246673,1.4,30
richardson_3,richardson,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.004965604633923782,10.4276141700966,1.4,30
richardson_a05,richardson,trajectory,osc_exp,0.001,1000,1.0,0.0,0.0,0.21346523672129405,0.2425089360585759,1.0,30
richardson_a10,richardson,trajectory,osc_exp,0.001,1000,1.0,0.0,0.0,0.07925673388047441,0.6531385217999289,1.0,30
richardson_a20,richardson,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.02309320537453103,2.249009086697708,1.4,30
single_exp_fit,parametric,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.037882986254674816,1.3746961607671628,1.4,30
double_exp_fit,parametric,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.009999999618559602,5.176830055109615,1.4,30
rational_fit,parametric,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.001153013946903727,44.833338066951654,1.4,30
log_fit,parametric,trajectory,osc_exp,0.001,1000,1.0,0.0,0.0,0.07577163861979082,0.6833364892520057,1.0,30
shanks_1,shanks,limit,osc_exp,0.001,1000,1.0,0.0,0.5333,0.05199018028206813,1.000048852279838,1.2133,30
shanks_2,shanks,limit,osc_exp,0.001,1000,1.0,0.0,0.3667,0.05246972762380617,0.9898388847392722,1.1467,30
shanks_3,shanks,limit,osc_exp,0.001,1000,1.0,0.0,0.4333,0.052613552072074216,0.9866539005138177,1.1733,30
shanks_4,shanks,limit,osc_exp,0.001,1000,1.0,0.0,0.4,0.05284780934585433,0.9845220276168014,1.16,30
wynn_eps_1,wynn_eps,limit,osc_exp,0.001,1000,1.0,0.0,0.5333,0.05199018028206734,1.0000488522798225,1.2133,30
wynn_eps_2,wynn_eps,limit,osc_exp,0.001,1000,1.0,0.0,0.4,0.05241088598541295,0.9925075226190958,1.16,30
wynn_eps_3,wynn_eps,limit,osc_exp,0.001,1000,1.0,0.0,0.4667,0.05257686143765862,0.9940601601931693,1.1867,30
wynn_rho_1,wynn_rho,limit,osc_exp,0.001,1000,1.0,0.0,0.4667,0.05217591492247822,0.9996464514692143,1.1867,30
wynn_rho_2,wynn_rho,limit,osc_exp,0.001,1000,1.0,0.0,0.4333,0.05227457098059354,0.9970560671562487,1.1733,30
wynn_rho_3,wynn_rho,limit,osc_exp,0.001,1000,1.0,0.0,0.2667,0.05225096722368752,0.9951930903536909,1.1067,30
pade_11,pade,trajectory,osc_exp,0.001,1000,1.0,0.0,0.0,0.12810539054211206,0.40390553140244234,1.0,30
pade_12,pade,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.0051571594103242205,10.044111074018378,1.4,30
pade_13,pade,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.008664174797891343,5.98532359590654,1.4,30
pade_21,pade,trajectory,osc_exp,0.001,1000,0.0,1.0,0.0,,,-2.0,30
pade_22,pade,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.02813696070087956,1.8335714698545544,1.4,30
pade_23,pade,trajectory,osc_exp,0.001,1000,1.0,0.0,1.0,0.004981732438282262,10.377168994491878,1.4,30
pade_31,pade,trajectory,osc_exp,0.001,1000,1.0,1.0,0.0,81.65482045387822,0.0006336774901545229,-1.0,30
pade_32,pade,trajectory,osc_exp,0.001,1000,1.0,1.0,0.0,9.02887538577302,0.00575762536146977,-1.0,30
levin_t1,levin,limit,osc_exp,0.001,1000,1.0,0.0,0.5333,0.05199018028206733,1.0000488522798223,1.2133,30
levin_t2,levin,limit,osc_exp,0.001,1000,1.0,0.0333,0.4333,0.052309043567801236,0.9968504185588293,1.1067,30
levin_u1,levin,limit,osc_exp,0.001,1000,1.0,0.0,0.5333,0.05199866111614538,1.0000467797801444,1.2133,30
levin_u2,levin,limit,osc_exp,0.001,1000,1.0,0.0,0.4333,0.05230954467923901,0.9968055412226973,1.1733,30
levin_v1,levin,limit,osc_exp,0.001,1000,1.0,0.0,0.3333,0.052510077131145624,0.9913846221229419,1.1333,30
levin_v2,levin,limit,osc_exp,0.001,1000,1.0,0.0,0.3333,0.05255242702350773,0.9866643770756702,1.1333,30
weniger_d1,weniger,limit,osc_exp,0.001,1000,1.0,0.0,1.0,0.010000000000070291,5.17682985977374,1.4,30
weniger_d2,weniger,limit,osc_exp,0.001,1000,1.0,0.0,1.0,0.010000000000070291,5.17682985977374,1.4,30
brezinski_theta1,brezinski,limit,osc_exp,0.001,1000,1.0,0.0,0.5333,0.05222615181349908,1.0063980438366429,1.2133,30
brezinski_theta2,brezinski,limit,osc_exp,0.001,1000,1.0,0.0,0.4333,0.0527256549641984,0.9882085889500841,1.1733,30
neville_2,neville,trajectory,osc_exp,0.001,1000,0.5667,1.0,0.0,6.615511069619881,0.00801553066710859,-1.4333,30
neville_3,neville,trajectory,osc_exp,0.001,1000,0.3667,1.0,0.0,225.714225540731,0.000233936862080399,-1.6333,30
neville_4,neville,trajectory,osc_exp,0.001,1000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,osc_exp,0.001,1000,1.0,0.0,0.5333,0.051976469248543496,1.0000358057547132,1.2133,30
anderson_2,anderson,limit,osc_exp,0.001,1000,1.0,0.0,0.4667,0.05194921975619326,0.9999830047824814,1.1867,30
anderson_3,anderson,limit,osc_exp,0.001,1000,1.0,0.0,0.5,0.05183993574448484,1.0000499681088846,1.2,30
median_ensemble,ensemble,trajectory,osc_exp,0.001,1000,1.0,0.0,0.6333,0.05196621491956119,1.0036660499558412,1.2533,30
stability_weighted,ensemble,trajectory,osc_exp,0.001,1000,1.0,0.0,0.4,0.05215172155614896,0.9953980856951236,1.16,30
best_shanks_wynn,ensemble,limit,osc_exp,0.001,1000,1.0,0.0,0.5333,0.05199018028206813,1.000048852279838,1.2133,30
current_value,baseline,limit,osc_exp,0.001,5000,1.0,0.0,0.0,0.05176829859817157,1.0,1.0,30
linear,baseline,trajectory,osc_exp,0.001,5000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,4.4608118918603064e-05,1168.8031837235221,1.4,30
geom_avg_diff,baseline,limit,osc_exp,0.001,5000,0.4667,0.5333,0.1667,0.053505455283517425,0.9813765055839416,-0.5333,30
richardson_1,richardson,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.0071935541289840695,7.198791615332432,1.4,30
richardson_2,richardson,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.008740903819594659,5.923245214729773,1.4,30
richardson_3,richardson,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.009219259688344908,5.615630188317487,1.4,30
richardson_a05,richardson,trajectory,osc_exp,0.001,5000,1.0,1.0,0.0,0.2728060172715702,0.18974072202682546,-1.0,30
richardson_a10,richardson,trajectory,osc_exp,0.001,5000,1.0,0.0,0.0,0.08906365584704501,0.5813463939537408,1.0,30
richardson_a20,richardson,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.022807345147639286,2.2774940260156438,1.4,30
single_exp_fit,parametric,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.03788298625474511,1.3746961607664736,1.4,30
double_exp_fit,parametric,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.009999999999997507,5.176829859817207,1.4,30
rational_fit,parametric,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.00822431901941853,6.295105346390873,1.4,30
log_fit,parametric,trajectory,osc_exp,0.001,5000,1.0,0.0,0.0,0.059586833393610046,0.8689629491208366,1.0,30
shanks_1,shanks,limit,osc_exp,0.001,5000,1.0,0.0,0.5333,0.05199018028213842,1.0000488522798379,1.2133,30
shanks_2,shanks,limit,osc_exp,0.001,5000,1.0,0.0,0.3667,0.05246972762387646,0.9898388847392856,1.1467,30
shanks_3,shanks,limit,osc_exp,0.001,5000,1.0,0.0,0.4333,0.05261355207214451,0.9866539005138354,1.1733,30
shanks_4,shanks,limit,osc_exp,0.001,5000,1.0,0.0,0.4,0.05284780934592462,0.9845220276168221,1.16,30
wynn_eps_1,wynn_eps,limit,osc_exp,0.001,5000,1.0,0.0,0.5333,0.05199018028213763,1.0000488522798223,1.2133,30
wynn_eps_2,wynn_eps,limit,osc_exp,0.001,5000,1.0,0.0,0.4,0.05241088598548324,0.992507522619106,1.16,30
wynn_eps_3,wynn_eps,limit,osc_exp,0.001,5000,1.0,0.0,0.4667,0.05257686143772891,0.9940601601931771,1.1867,30
wynn_rho_1,wynn_rho,limit,osc_exp,0.001,5000,1.0,0.0,0.4667,0.052175914922548514,0.9996464514692147,1.1867,30
wynn_rho_2,wynn_rho,limit,osc_exp,0.001,5000,1.0,0.0,0.4333,0.052274570980663834,0.9970560671562527,1.1733,30
wynn_rho_3,wynn_rho,limit,osc_exp,0.001,5000,1.0,0.0,0.2667,0.05225096722375781,0.9951930903536972,1.1067,30
pade_11,pade,trajectory,osc_exp,0.001,5000,1.0,0.0,0.0,0.14376462040908228,0.3600997980220235,1.0,30
pade_12,pade,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.009043479940351418,5.724749653082591,1.4,30
pade_13,pade,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.009936254456892179,5.210280826577929,1.4,30
pade_21,pade,trajectory,osc_exp,0.001,5000,0.0,1.0,0.0,,,-2.0,30
pade_22,pade,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.03337281509723841,1.5482262117005132,1.4,30
pade_23,pade,trajectory,osc_exp,0.001,5000,1.0,0.0,1.0,0.009008673776693643,5.746231192804289,1.4,30
pade_31,pade,trajectory,osc_exp,0.001,5000,0.0,1.0,0.0,,,-2.0,30
pade_32,pade,trajectory,osc_exp,0.001,5000,1.0,1.0,0.0,56.01279431807332,0.0009290217590073321,-1.0,30
levin_t1,levin,limit,osc_exp,0.001,5000,1.0,0.0,0.5333,0.05199018028213762,1.0000488522798223,1.2133,30
levin_t2,levin,limit,osc_exp,0.001,5000,1.0,0.0333,0.4333,0.05230904356787153,0.9968504185588335,1.1067,30
levin_u1,levin,limit,osc_exp,0.001,5000,1.0,0.0,0.5333,0.05199866111621567,1.0000467797801442,1.2133,30
levin_u2,levin,limit,osc_exp,0.001,5000,1.0,0.0,0.4333,0.0523095446793093,0.9968055412227015,1.1733,30
levin_v1,levin,limit,osc_exp,0.001,5000,1.0,0.0,0.3333,0.052510077131215915,0.9913846221229536,1.1333,30
levin_v2,levin,limit,osc_exp,0.001,5000,1.0,0.0,0.3333,0.05255242702357802,0.9866643770756881,1.1333,30
weniger_d1,weniger,limit,osc_exp,0.001,5000,1.0,0.0,1.0,0.01,5.176829859817158,1.4,30
weniger_d2,weniger,limit,osc_exp,0.001,5000,1.0,0.0,1.0,0.01,5.176829859817158,1.4,30
brezinski_theta1,brezinski,limit,osc_exp,0.001,5000,1.0,0.0,0.5333,0.05222615181356937,1.0063980438366342,1.2133,30
brezinski_theta2,brezinski,limit,osc_exp,0.001,5000,1.0,0.0,0.4333,0.05272565496426869,0.9882085889500996,1.1733,30
neville_2,neville,trajectory,osc_exp,0.001,5000,0.5667,1.0,0.0,7.679435563962913,0.0069058976163848505,-1.4333,30
neville_3,neville,trajectory,osc_exp,0.001,5000,0.2667,1.0,0.0,227.37245274017818,0.00023229147319554476,-1.7333,30
neville_4,neville,trajectory,osc_exp,0.001,5000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,osc_exp,0.001,5000,1.0,0.0,0.5333,0.05197646924861379,1.0000358057547132,1.2133,30
anderson_2,anderson,limit,osc_exp,0.001,5000,1.0,0.0,0.4667,0.05194921975626355,0.9999830047824814,1.1867,30
anderson_3,anderson,limit,osc_exp,0.001,5000,1.0,0.0,0.5,0.05183993574455513,1.0000499681088846,1.2,30
median_ensemble,ensemble,trajectory,osc_exp,0.001,5000,1.0,0.0,0.6333,0.05196621491963148,1.0036660499558363,1.2533,30
stability_weighted,ensemble,trajectory,osc_exp,0.001,5000,1.0,0.0,0.7333,0.051370950186313824,1.0123042788694017,1.2933,30
best_shanks_wynn,ensemble,limit,osc_exp,0.001,5000,1.0,0.0,0.5333,0.05199018028213842,1.0000488522798379,1.2133,30
current_value,baseline,limit,osc_exp,0.005,150,1.0,0.0,0.0,0.04217518464402935,1.0,1.0,30
linear,baseline,trajectory,osc_exp,0.005,150,1.0,0.8,0.0,0.2282040394026195,0.18470585123423053,-0.6,30
log_linear,baseline,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.012883866764265582,3.2850673097949454,1.4,30
geom_avg_diff,baseline,limit,osc_exp,0.005,150,0.6,0.4333,0.2667,0.04710448005862963,0.9270314337346638,-0.16,30
richardson_1,richardson,trajectory,osc_exp,0.005,150,1.0,0.0,0.3667,0.04306310300377674,0.9789691116908319,1.1467,30
richardson_2,richardson,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.03271204830342187,1.289207463358812,1.4,30
richardson_3,richardson,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.02725296550247526,1.5480184553306606,1.4,30
richardson_a05,richardson,trajectory,osc_exp,0.005,150,1.0,0.0,0.0,0.05213665618771604,0.8190791864023446,1.0,30
richardson_a10,richardson,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.01818942992764767,2.347500435440308,1.4,30
richardson_a20,richardson,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.02772665199717124,1.5294447520772954,1.4,30
single_exp_fit,parametric,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.030761085012521134,1.4178340048238698,1.4,30
double_exp_fit,parametric,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.001035949259939559,36.7447934007937,1.4,30
rational_fit,parametric,trajectory,osc_exp,0.005,150,1.0,0.0,0.7333,0.03948360691187934,1.0678588189584408,1.2933,30
log_fit,parametric,trajectory,osc_exp,0.005,150,1.0,0.0,0.0,0.09966232961220231,0.42287739043146194,1.0,30
shanks_1,shanks,limit,osc_exp,0.005,150,1.0,0.0,0.5667,0.04219843119791938,1.0019533259298514,1.2267,30
shanks_2,shanks,limit,osc_exp,0.005,150,1.0,0.0,0.2,0.045207973404008096,0.9501213295865578,1.08,30
shanks_3,shanks,limit,osc_exp,0.005,150,1.0,0.0,0.3333,0.04345669691322788,0.9808210520195215,1.1333,30
shanks_4,shanks,limit,osc_exp,0.005,150,1.0,0.0,0.3667,0.043298717650330436,0.9826735586250622,1.1467,30
wynn_eps_1,wynn_eps,limit,osc_exp,0.005,150,1.0,0.0,0.5667,0.04219843119791934,1.00195332592985,1.2267,30
wynn_eps_2,wynn_eps,limit,osc_exp,0.005,150,1.0,0.0,0.3667,0.04419504519437886,0.9602414916566901,1.1467,30
wynn_eps_3,wynn_eps,limit,osc_exp,0.005,150,1.0,0.0333,0.3333,0.04396280397732052,0.9553530377185185,1.0667,30
wynn_rho_1,wynn_rho,limit,osc_exp,0.005,150,1.0,0.0,0.3333,0.042452654834503896,0.9866678236656587,1.1333,30
wynn_rho_2,wynn_rho,limit,osc_exp,0.005,150,1.0,0.0,0.4333,0.04371790528888168,0.981648168235638,1.1733,30
wynn_rho_3,wynn_rho,limit,osc_exp,0.005,150,1.0,0.0,0.4333,0.04345701753088855,0.9822491683382004,1.1733,30
pade_11,pade,trajectory,osc_exp,0.005,150,1.0,0.0,0.4667,0.042795429492513117,0.981017693016094,1.1867,30
pade_12,pade,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.0178590699590053,2.375765586997642,1.4,30
pade_13,pade,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.011562346365250034,3.5317785535382025,1.4,30
pade_21,pade,trajectory,osc_exp,0.005,150,0.7,1.0,0.0,0.41398856958009744,0.10062551698468816,-1.3,30
pade_22,pade,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.002757119624973132,14.598146196501489,1.4,30
pade_23,pade,trajectory,osc_exp,0.005,150,1.0,0.0,1.0,0.019614684125997466,2.184756662488379,1.4,30
pade_31,pade,trajectory,osc_exp,0.005,150,1.0,1.0,0.0,0.49657237490130623,0.08523295283105659,-1.0,30
pade_32,pade,trajectory,osc_exp,0.005,150,1.0,1.0,0.0,0.5065202359305742,0.08019762973668368,-1.0,30
levin_t1,levin,limit,osc_exp,0.005,150,1.0,0.0,0.5667,0.04219843119791934,1.00195332592985,1.2267,30
levin_t2,levin,limit,osc_exp,0.005,150,1.0,0.0333,0.3333,0.04378907867437588,0.9798532671506937,1.0667,30
levin_u1,levin,limit,osc_exp,0.005,150,1.0,0.0,0.5667,0.04219656451454551,1.0019568641912637,1.2267,30
levin_u2,levin,limit,osc_exp,0.005,150,1.0,0.0,0.3333,0.04379048941821817,0.9794027122122921,1.1333,30
levin_v1,levin,limit,osc_exp,0.005,150,1.0,0.0,0.3667,0.0440034615136786,0.9381739894056826,1.1467,30
levin_v2,levin,limit,osc_exp,0.005,150,1.0,0.0,0.4,0.044276133666895874,0.9662367479739711,1.16,30
weniger_d1,weniger,limit,osc_exp,0.005,150,1.0,0.0,1.0,0.017956223353165716,2.3487781263644054,1.4,30
weniger_d2,weniger,limit,osc_exp,0.005,150,1.0,0.0,1.0,0.017956223353165716,2.3487781263644054,1.4,30
brezinski_theta1,brezinski,limit,osc_exp,0.005,150,1.0,0.0,0.5667,0.039364004303865066,1.1067339204131192,1.2267,30
brezinski_theta2,brezinski,limit,osc_exp,0.005,150,1.0,0.0,0.3333,0.049488594052104026,0.8407251831584877,1.1333,30
neville_2,neville,trajectory,osc_exp,0.005,150,0.5667,1.0,0.0,5.500563203713794,0.007481463289622654,-1.4333,30
neville_3,neville,trajectory,osc_exp,0.005,150,0.6,1.0,0.0,117.32613462403239,0.0003571499345906056,-1.4,30
neville_4,neville,trajectory,osc_exp,0.005,150,0.1,1.0,0.0,211.25358887513576,0.00022851774768494967,-1.9,30
anderson_1,anderson,limit,osc_exp,0.005,150,1.0,0.0,0.5667,0.0421984000128471,1.0019509148638766,1.2267,30
anderson_2,anderson,limit,osc_exp,0.005,150,1.0,0.0,0.5,0.041944733982610366,0.9999757924592703,1.2,30
anderson_3,anderson,limit,osc_exp,0.005,150,1.0,0.0,0.4667,0.04227370929200978,0.9977135323831391,1.1867,30
median_ensemble,ensemble,trajectory,osc_exp,0.005,150,1.0,0.0,0.5,0.0421136388608743,0.9985227235572617,1.2,30
stability_weighted,ensemble,trajectory,osc_exp,0.005,150,1.0,0.0,0.2667,0.04375675395195009,0.9569369119194038,1.1067,30
best_shanks_wynn,ensemble,limit,osc_exp,0.005,150,1.0,0.0,0.5667,0.04219843119791938,1.0019533259298514,1.2267,30
current_value,baseline,limit,osc_exp,0.005,1000,1.0,0.0,0.0,0.050131407997124774,1.0,1.0,30
linear,baseline,trajectory,osc_exp,0.005,1000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.0007273153104994882,68.86147807307572,1.4,30
geom_avg_diff,baseline,limit,osc_exp,0.005,1000,0.6,0.4333,0.2667,0.055060791893782046,0.9369074685982428,-0.16,30
richardson_1,richardson,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.0015074642381647336,33.09544892751424,1.4,30
richardson_2,richardson,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.0031497488511205776,15.851979357873892,1.4,30
richardson_3,richardson,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.004979112120307216,10.039948626874752,1.4,30
richardson_a05,richardson,trajectory,osc_exp,0.005,1000,1.0,0.0333,0.0,0.21450081884215394,0.23407965842282275,0.9333,30
richardson_a10,richardson,trajectory,osc_exp,0.005,1000,1.0,0.0,0.0,0.07988998041711541,0.6342102288192613,1.0,30
richardson_a20,richardson,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.02271219828924102,2.218942154307155,1.4,30
single_exp_fit,parametric,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.03768453615576349,1.3657243871998799,1.4,30
double_exp_fit,parametric,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.009999999635627458,5.0131412912877735,1.4,30
rational_fit,parametric,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.0011684298053779548,42.73455210395588,1.4,30
log_fit,parametric,trajectory,osc_exp,0.005,1000,1.0,0.0,0.0,0.07558839989998584,0.662879731738391,1.0,30
shanks_1,shanks,limit,osc_exp,0.005,1000,1.0,0.0,0.5667,0.0501546545510148,1.001643833360356,1.2267,30
shanks_2,shanks,limit,osc_exp,0.005,1000,1.0,0.0,0.2,0.053164196757103516,0.9570301440183585,1.08,30
shanks_3,shanks,limit,osc_exp,0.005,1000,1.0,0.0,0.3333,0.051412920266323305,0.9838470837678466,1.1333,30
shanks_4,shanks,limit,osc_exp,0.005,1000,1.0,0.0,0.3667,0.051254941003425855,0.9853829714902362,1.1467,30
wynn_eps_1,wynn_eps,limit,osc_exp,0.005,1000,1.0,0.0,0.5667,0.05015465455101477,1.0016438333603546,1.2267,30
wynn_eps_2,wynn_eps,limit,osc_exp,0.005,1000,1.0,0.0,0.3667,0.05215126854747429,0.9663308352948549,1.1467,30
wynn_eps_3,wynn_eps,limit,osc_exp,0.005,1000,1.0,0.0,0.3333,0.05191902733041594,0.9626004498705265,1.1333,30
wynn_rho_1,wynn_rho,limit,osc_exp,0.005,1000,1.0,0.0,0.3333,0.05040887818759932,0.9887403153276357,1.1333,30
wynn_rho_2,wynn_rho,limit,osc_exp,0.005,1000,1.0,0.0,0.4333,0.051674128641977096,0.9845131210352442,1.1733,30
wynn_rho_3,wynn_rho,limit,osc_exp,0.005,1000,1.0,0.0,0.4333,0.05141324088398397,0.9850447288208771,1.1733,30
pade_11,pade,trajectory,osc_exp,0.005,1000,1.0,0.0,0.0,0.14901249657139218,0.3315145349751707,1.0,30
pade_12,pade,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.005052644670421149,9.876756556554286,1.4,30
pade_13,pade,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.008683676347025077,5.757056089744591,1.4,30
pade_21,pade,trajectory,osc_exp,0.005,1000,0.0,1.0,0.0,,,-2.0,30
pade_22,pade,trajectory,osc_exp,0.005,1000,1.0,0.0,0.9667,0.03674924581613062,1.3327512961965213,1.3867,30
pade_23,pade,trajectory,osc_exp,0.005,1000,1.0,0.0,1.0,0.004847482046708696,10.232384965363172,1.4,30
pade_31,pade,trajectory,osc_exp,0.005,1000,1.0,1.0,0.0,86.23927961119787,0.000585607881650051,-1.0,30
pade_32,pade,trajectory,osc_exp,0.005,1000,0.5333,1.0,0.0,28.769723881563944,0.001965644777937795,-1.4667,30
levin_t1,levin,limit,osc_exp,0.005,1000,1.0,0.0,0.5667,0.05015465455101477,1.0016438333603546,1.2267,30
levin_t2,levin,limit,osc_exp,0.005,1000,1.0,0.0,0.3333,0.0517453020274713,0.9828874663531557,1.1333,30
levin_u1,levin,limit,osc_exp,0.005,1000,1.0,0.0,0.5667,0.05015278786764093,1.0016472029881769,1.2267,30
levin_u2,levin,limit,osc_exp,0.005,1000,1.0,0.0,0.3333,0.05174671277131359,0.982498594090115,1.1333,30
levin_v1,levin,limit,osc_exp,0.005,1000,1.0,0.0,0.3667,0.05195968486677403,0.9474096991549559,1.1467,30
levin_v2,levin,limit,osc_exp,0.005,1000,1.0,0.0,0.4,0.05223235701999129,0.971383170593213,1.16,30
weniger_d1,weniger,limit,osc_exp,0.005,1000,1.0,0.0,1.0,0.010000000000070291,5.01314079967724,1.4,30
weniger_d2,weniger,limit,osc_exp,0.005,1000,1.0,0.0,1.0,0.010000000000070291,5.01314079967724,1.4,30
brezinski_theta1,brezinski,limit,osc_exp,0.005,1000,1.0,0.0,0.5667,0.04732022765696049,1.0899814201126523,1.2267,30
brezinski_theta2,brezinski,limit,osc_exp,0.005,1000,1.0,0.0,0.3333,0.057444817405199446,0.8627896880794507,1.1333,30
neville_2,neville,trajectory,osc_exp,0.005,1000,0.5667,1.0,0.0,27.685268782124925,0.0017738128323910797,-1.4333,30
neville_3,neville,trajectory,osc_exp,0.005,1000,0.1,1.0,0.0,165.73956611960895,0.0003392757625093779,-1.9,30
neville_4,neville,trajectory,osc_exp,0.005,1000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,osc_exp,0.005,1000,1.0,0.0,0.5667,0.05015462336594253,1.0016418070702051,1.2267,30
anderson_2,anderson,limit,osc_exp,0.005,1000,1.0,0.0,0.5,0.04990095733570579,0.9999782346509636,1.2,30
anderson_3,anderson,limit,osc_exp,0.005,1000,1.0,0.0,0.4667,0.050229932645105196,0.9980616134998935,1.1867,30
median_ensemble,ensemble,trajectory,osc_exp,0.005,1000,1.0,0.0,0.6667,0.04906958641852984,1.008998584788091,1.2667,30
stability_weighted,ensemble,trajectory,osc_exp,0.005,1000,1.0,0.0,0.3667,0.05098587821695774,0.9727582243996642,1.1467,30
best_shanks_wynn,ensemble,limit,osc_exp,0.005,1000,1.0,0.0,0.5667,0.0501546545510148,1.001643833360356,1.2267,30
current_value,baseline,limit,osc_exp,0.005,5000,1.0,0.0,0.0,0.050131407997195065,1.0,1.0,30
linear,baseline,trajectory,osc_exp,0.005,5000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,4.2219987163997705e-05,1195.2778279615854,1.4,30
geom_avg_diff,baseline,limit,osc_exp,0.005,5000,0.6,0.4333,0.2667,0.05506079189385234,0.9369074685983181,-0.16,30
richardson_1,richardson,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,0.007205177353298172,6.9467614954972605,1.4,30
richardson_2,richardson,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,0.008745537081639127,5.730512883353553,1.4,30
richardson_3,richardson,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,0.009221841685775015,5.436328229615894,1.4,30
richardson_a05,richardson,trajectory,osc_exp,0.005,5000,1.0,0.8,0.0,0.27393087234460745,0.1832578878452721,-0.6,30
richardson_a10,richardson,trajectory,osc_exp,0.005,5000,1.0,0.0,0.0,0.08972811742434922,0.564401390447542,1.0,30
richardson_a20,richardson,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,0.02242597274687529,2.247791727183497,1.4,30
single_exp_fit,parametric,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,0.03768453615583378,1.365724387199223,1.4,30
double_exp_fit,parametric,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,0.009999999999997594,5.013140799719662,1.4,30
rational_fit,parametric,trajectory,osc_exp,0.005,5000,1.0,0.0,1.0,0.008227424109688438,6.092623023496141,1.4,30
log_fit,parametric,trajectory,osc_exp,0.005,5000,1.0,0.0,0.0333,0.05943817117295696,0.8430149586197664,1.0133,30
shanks_1,shanks,limit,osc_exp,0.005,5000,1.0,0.0,0.5667,0.050154654551085094,1.0016438333603535,1.2267,30
shanks_2,shanks,limit,osc_exp,0.005,5000,1.0,0.0,0.2,0.05316419675717381,0.957030144018411,1.08,30
