regime,is_holdout,obs_idx,target_g,method,n_f,achieved_g,med_error,med_skill,n
log_oscillatory,0,90,0.02,constant_assumed,50000.0,0.2992564263745022,0.11757721977593429,1.5051598392031242,60
log_oscillatory,0,90,0.02,last_value,50000.0,0.2992564263745022,0.14365932409814758,1.7947098188545432,60
log_oscillatory,0,90,0.02,window_mean,50000.0,0.2992564263745022,0.13140172565605163,1.6512407687827553,60
log_oscillatory,0,90,0.02,window_min,50000.0,0.2992564263745022,0.0807355501040678,1.0,60
broken_power_law,0,90,0.02,current_value,50000.0,0.0801724362309424,0.12110995692554594,12.716870795329902,60
broken_power_law,0,90,0.02,richardson_1,50000.0,0.0801724362309424,0.865730456271005,91.12143797026243,60
broken_power_law,0,90,0.02,richardson_a10,50000.0,0.0801724362309424,0.21517405622386093,22.593853890874513,60
broken_power_law,0,90,0.02,single_exp_fit,50000.0,0.0801724362309424,0.07553872240099721,7.93176875666853,60
broken_power_law,0,90,0.02,rational_fit,50000.0,0.0801724362309424,0.07553872245807028,7.931768746658957,60
broken_power_law,0,90,0.02,pade_22,50000.0,0.0801724362309424,0.058458965450597186,6.6557230018293385,60
broken_power_law,0,90,0.02,log_linear,50000.0,0.0801724362309424,9.293583955360312,1353.890220505792,60
broken_power_law,0,90,0.02,levin_t2,50000.0,0.0801724362309424,0.11878777196726506,7.183550375251372,60
broken_power_law,0,90,0.02,anderson_1,50000.0,0.0801724362309424,0.12080148535880006,12.684480452224157,60
broken_power_law,0,90,0.02,constant_assumed,50000.0,0.0801724362309424,0.049361440175231835,6.359058469020578,60
broken_power_law,0,90,0.02,last_value,50000.0,0.0801724362309424,0.12110995692554594,12.716870795329902,60
broken_power_law,0,90,0.02,window_mean,50000.0,0.0801724362309424,0.07553872226325245,7.931768745130049,60
broken_power_law,0,90,0.02,window_min,50000.0,0.0801724362309424,0.009523565889339846,1.0,60
random_knots,1,90,0.02,current_value,50000.0,0.048753995105105384,0.07423573658978874,2.514257320866838,30
random_knots,1,90,0.02,richardson_1,50000.0,0.048753995105105384,0.017247957023194895,0.8702552331540799,30
random_knots,1,90,0.02,richardson_a10,50000.0,0.048753995105105384,0.03509735884101999,1.3298358569338424,30
random_knots,1,90,0.02,single_exp_fit,50000.0,0.048753995105105384,0.05399849000338493,1.872051059101734,30
random_knots,1,90,0.02,rational_fit,50000.0,0.048753995105105384,0.015065698873273883,0.8151812117547679,30
random_knots,1,90,0.02,pade_22,50000.0,0.048753995105105384,0.040014716160285096,1.9666575337157675,30
random_knots,1,90,0.02,log_linear,50000.0,0.048753995105105384,0.01602170382458779,0.9045422490338323,30
random_knots,1,90,0.02,levin_t2,50000.0,0.048753995105105384,0.06534732180830011,2.1343756877161617,30
random_knots,1,90,0.02,anderson_1,50000.0,0.048753995105105384,0.07166562981142863,2.2012337830610864,30
random_knots,1,90,0.02,constant_assumed,50000.0,0.048753995105105384,0.03979343900451839,1.0,30
random_knots,1,90,0.02,last_value,50000.0,0.048753995105105384,0.07423573658978874,2.514257320866838,30
random_knots,1,90,0.02,window_mean,50000.0,0.048753995105105384,0.10576212888008618,2.722114793154832,30
random_knots,1,90,0.02,window_min,50000.0,0.048753995105105384,0.058030079851025526,1.884187167043562,30
random_knots,1,90,0.1,current_value,50000.0,0.12600565647998135,0.08024660017203261,4.681865417025001,3
random_knots,1,90,0.1,richardson_1,50000.0,0.12600565647998135,0.015049237411468111,0.878024789066484,3
random_knots,1,90,0.1,richardson_a10,50000.0,0.12600565647998135,0.03525673591512214,2.0570004491694664,3
random_knots,1,90,0.1,single_exp_fit,50000.0,0.12600565647998135,0.0624874880494552,3.6457371236703073,3
random_knots,1,90,0.1,rational_fit,50000.0,0.12600565647998135,0.008736499071069,0.5097177049123693,3
random_knots,1,90,0.1,pade_22,50000.0,0.12600565647998135,0.0376131360039041,2.19448101608061,3
random_knots,1,90,0.1,log_linear,50000.0,0.12600565647998135,0.015077581430680796,0.8796784776096356,3
random_knots,1,90,0.1,levin_t2,50000.0,0.12600565647998135,0.08300474955076714,4.842785433120421,3
