method,regime,obs_idx,noise,target_g,n_f,achieved_g,capped,L_true,L_hat,is_trivial,is_oracle,valid_rate,cat_rate,beats_rate,med_error,med_skill,stability,n_seeds
pade_22,four_exp,90,0.01,0.5,231.0,0.4980680166164721,0,0.08090211890347807,0.0,0,0,0.8,0.4,0.2,0.16640683303704754,2.2678773843398297,0.08,20
log_linear,four_exp,90,0.01,0.5,231.0,0.4980680166164721,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.012509410675755048,0.17156003988261034,1.4,20
weniger_d2,four_exp,90,0.01,0.5,231.0,0.4980680166164721,0,0.08090211890347807,0.0,0,0,1.0,0.2,0.05,0.16090858821431242,2.2359779533270223,0.62,20
anderson_1,four_exp,90,0.01,0.5,231.0,0.4980680166164721,0,0.08090211890347807,0.0,0,0,1.0,0.0,0.6,0.0793256702808965,1.1462530102848796,1.24,20
constant_assumed,four_exp,90,0.01,0.5,231.0,0.4980680166164721,0,0.08090211890347807,0.0,1,0,1.0,0.2,0.05,0.16090858821431242,2.2359779533270223,0.62,20
constant_oracle,four_exp,90,0.01,0.5,231.0,0.4980680166164721,0,0.08090211890347807,0.0,1,1,1.0,0.0,0.45,0.08000646931083435,1.139511088729931,1.18,20
current_value,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,0.0,0.14285520098765325,1.4359707970821693,1.0,20
richardson_1,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.03060979093644685,0.355317109943011,1.4,20
richardson_a10,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.0983736877142933,1.0275013873241234,1.4,20
single_exp_fit,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.10669252896241621,0.9423125373819906,1.4,20
rational_fit,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.04290477364058083,0.4438859004936733,1.4,20
pade_22,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,0.8,0.45,0.2,0.42997402244519567,5.887685714969061,-0.02,20
log_linear,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.025207549842983207,0.2520044978470831,1.4,20
weniger_d2,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,0.6,0.09692982931795122,1.0,1.24,20
anderson_1,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,0,0,1.0,0.0,0.6,0.14330442917725772,1.4637295456198538,1.24,20
constant_assumed,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,1,0,1.0,0.0,0.6,0.09692982931795122,1.0,1.24,20
constant_oracle,four_exp,90,0.01,0.1,631.0,0.09977805552230239,0,0.08090211890347807,0.0,1,1,1.0,0.0,1.0,0.016027710414473144,0.1654356818001513,1.4,20
current_value,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,0.0,0.15567276235905558,1.7941231247260196,1.0,20
richardson_1,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.025619805335136893,0.3609123319647478,1.4,20
richardson_a10,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.10777314405646482,1.2939737716852022,1.4,20
single_exp_fit,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.11950987999949629,1.1923508580051125,1.4,20
rational_fit,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.046660441765734556,0.44606795622915596,1.4,20
pade_22,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,0.8,0.45,0.15,0.4943946458932798,5.817846170859822,-0.04,20
log_linear,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,1.0,0.026193092227288828,0.25901339598293704,1.4,20
weniger_d2,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,0.6,0.08411226794654886,1.0,1.24,20
anderson_1,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,0,0,1.0,0.0,0.6,0.15612199054866005,1.826064173126209,1.24,20
constant_assumed,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,1,0,1.0,0.0,0.6,0.08411226794654886,1.0,1.24,20
constant_oracle,four_exp,90,0.01,0.02,1033.0,0.019984291029188302,0,0.08090211890347807,0.0,1,1,1.0,0.0,1.0,0.0032101490430707924,0.038190169861525056,1.4,20
current_value,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.0,0.014865148126924094,5.178615209322086,1.0,20
richardson_1,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.9,0.004553131454041567,1.8227971183203875,1.26,20
richardson_a10,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.95,0.005350497620914024,1.750985781832442,1.38,20
single_exp_fit,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.65,0.011310350399373167,3.1746878093507087,1.16,20
rational_fit,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.95,0.005795942101719914,1.3776267500621178,1.28,20
pade_22,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.3,0.0,0.0503017884809338,14.844891839263905,0.4,20
log_linear,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.85,0.005267286471008563,1.3771375519959659,1.24,20
weniger_d2,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.3,0.1,0.035714270242836736,16.654103119376686,0.44,20
anderson_1,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,0,0,1.0,0.1,0.45,0.018252810986667162,5.1382000869276485,0.98,20
constant_assumed,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,1,0,1.0,0.3,0.1,0.035714270242836736,16.654103119376707,0.44,20
constant_oracle,power_law,90,0.01,0.5,244.0,0.4999340482202355,0,0.018705468148975092,0.0,1,1,1.0,0.05,0.45,0.017008802093861648,4.352705445723373,1.08,20
current_value,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.0,0.028031548557433898,2.393076419605438,1.0,20
richardson_1,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.75,0.012672267143464387,0.9856517682185683,1.2,20
richardson_a10,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.95,0.012210423562868288,0.9705718180300793,1.28,20
single_exp_fit,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.75,0.021685593583742814,1.6665333916545402,1.2,20
rational_fit,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.85,0.011285942984122912,0.823934579454669,1.24,20
pade_22,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.1,0.0,0.0627661047652591,5.338484074932239,0.8,20
log_linear,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.7,0.013473678192245313,1.1657551161010784,1.18,20
weniger_d2,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.2,0.45,0.02210694895979179,1.8526540317584779,0.78,20
anderson_1,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.4,0.03186013226971211,2.6270056980578556,1.06,20
constant_assumed,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,1,0,1.0,0.2,0.45,0.02210694895979179,1.8526540317584819,0.78,20
constant_oracle,power_law,90,0.01,0.1,2441.0,0.09997859122064488,0,0.018705468148975092,0.0,1,1,1.0,0.05,0.95,0.0034014808108167012,0.27910866424935377,1.28,20
current_value,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.0,0.0307525883109383,2.328890942006484,1.0,20
richardson_1,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.7,0.015530959595237289,1.1016100225225092,1.28,20
richardson_a10,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.95,0.014285579729606972,1.123980601981397,1.28,20
single_exp_fit,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.8,0.024406633337247213,1.517731200585739,1.32,20
rational_fit,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.85,0.012041474334367565,0.965488984077236,1.24,20
pade_22,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.0,0.06541366313143922,4.873267039028084,0.9,20
log_linear,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.6,0.018032947442299017,1.2131656786191067,1.24,20
weniger_d2,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.15,0.5,0.019385909206287397,1.4468185712653412,0.9,20
anderson_1,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,0,0,1.0,0.05,0.4,0.034581172023216505,2.6755096897342296,1.06,20
constant_assumed,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,1,0,1.0,0.15,0.5,0.019385909206287397,1.4468185712653447,0.9,20
constant_oracle,power_law,90,0.01,0.02,24329.0,0.01999997709892598,0,0.018705468148975092,0.0,1,1,1.0,0.0,1.0,0.0006804410573123029,0.05237377869652899,1.4,20
current_value,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.08573033108517604,1.0537052658522228,1.0,20
richardson_1,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.011672850965774278,0.15444985908970105,1.4,20
richardson_a10,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.03827645898375426,0.4935358987105505,1.4,20
single_exp_fit,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.028801992892326933,0.3967923806896051,1.4,20
rational_fit,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.008491755566039622,0.11038041479710238,1.4,20
pade_22,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.8,0.049342555361493734,0.7124664807555509,1.32,20
log_linear,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.011980504369717121,0.15183801933645025,1.4,20
weniger_d2,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.1,0.0,0.2238301942371499,2.875250045241411,0.8,20
anderson_1,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.4,0.08933689533790312,1.1463753335853792,1.16,20
constant_assumed,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,1,0,1.0,0.1,0.0,0.22383019423713593,2.8752500452412333,0.8,20
constant_oracle,rational_decay,90,0.01,0.5,205.0,0.5,0,0.1368736724980055,0.0,1,1,1.0,0.0,0.4,0.08695652173913043,1.131874256816737,1.16,20
current_value,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.1552955484764804,1.1100503762427416,1.0,20
richardson_1,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.042790552950271434,0.3488075793283386,1.4,20
richardson_a10,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.07250675937529785,0.5100642210015285,1.4,20
single_exp_fit,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.09428061437507465,0.7827942321147998,1.4,20
rational_fit,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.01684521263686839,0.21703703267218957,1.4,20
pade_22,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.6,0.11133700721596695,1.1624740876174466,1.24,20
log_linear,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.053000232837055274,0.36637132986081167,1.4,20
weniger_d2,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.45,0.15426497684584556,1.0471002028309697,1.18,20
anderson_1,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.4,0.15890211272920746,1.1058196223013508,1.16,20
constant_assumed,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,1,0,1.0,0.0,0.45,0.1542649768458316,1.0471002028308756,1.18,20
constant_oracle,rational_decay,90,0.01,0.1,1125.0,0.09999999999999999,0,0.1368736724980055,0.0,1,1,1.0,0.0,1.0,0.017391304347826098,0.1220846687992086,1.4,20
current_value,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.16920859195474125,1.1975904238972161,1.0,20
richardson_1,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.9,0.07109697248634364,0.630548164835387,1.36,20
richardson_a10,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.0800934640020732,0.5581609210514389,1.4,20
single_exp_fit,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.10819365785161436,0.8294033868581254,1.4,20
rational_fit,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.018780868532979708,0.23481158154647733,1.4,20
pade_22,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.6,0.12779160911507081,1.3425369642895095,1.24,20
log_linear,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.85,0.09113311157681747,0.6508897787534729,1.34,20
weniger_d2,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.6,0.14035193336758467,1.0000000000000138,1.24,20
anderson_1,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.4,0.17281515620746835,1.159024496860103,1.16,20
constant_assumed,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,1,0,1.0,0.0,0.6,0.1403519333675707,1.0,1.24,20
constant_oracle,rational_decay,90,0.01,0.02,5725.0,0.019999999999999997,0,0.1368736724980055,0.0,1,1,1.0,0.0,1.0,0.0034782608695652084,0.024798553704651054,1.4,20
current_value,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.07721902441188572,1.2206920769148035,1.0,20
richardson_1,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.012289278881391467,0.1910666576381546,1.4,20
richardson_a10,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.04326633157891613,0.6912624163234233,1.4,20
single_exp_fit,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.029641815636743743,0.4941844685810842,1.4,20
rational_fit,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.01048276910521221,0.18504727620973127,1.4,20
pade_22,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,0.85,0.5,0.05,0.23440830036886728,3.9440516394136234,-0.13,20
log_linear,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.011153964141669567,0.17742002016034275,1.4,20
weniger_d2,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.1,0.1,0.12629484879363664,1.99505974845995,0.84,20
anderson_1,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.55,0.0737205804213336,1.1984665369218743,1.22,20
constant_assumed,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,1,0,1.0,0.1,0.1,0.12629484879363653,1.99505974845995,0.84,20
constant_oracle,mixed_pow_rat,90,0.01,0.5,254.0,0.4990202976120709,0,0.05190377188707265,0.0,1,1,1.0,0.0,0.55,0.07439107690656388,1.1714469017371951,1.22,20
current_value,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.13670439248759242,2.6179326428038285,1.0,20
richardson_1,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.01758523420025225,0.3175131224548826,1.4,20
richardson_a10,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.0845446983642878,1.5675868368492263,1.4,20
single_exp_fit,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.08628832391278402,1.024890775372529,1.4,20
rational_fit,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.023123893167475214,0.41840603306973206,1.4,20
pade_22,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,0.85,0.4,0.0,0.4183197395000415,7.777373127164053,0.05,20
log_linear,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.017018227019181903,0.37123636485126943,1.4,20
weniger_d2,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.65,0.06680948071793,1.0,1.26,20
anderson_1,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.55,0.13320594849704026,3.1379980515008725,1.22,20
constant_assumed,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,1,0,1.0,0.0,0.65,0.06680948071792987,1.0,1.26,20
constant_oracle,mixed_pow_rat,90,0.01,0.1,2260.0,0.09998848741275486,0,0.05190377188707265,0.0,1,1,1.0,0.0,1.0,0.014905708830857217,0.2759171408762886,1.4,20
current_value,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.14862867997676876,3.882162100309883,1.0,20
richardson_1,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.025643014965669897,0.43903137521925995,1.4,20
richardson_a10,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.09434567756902065,2.398693231559442,1.4,20
single_exp_fit,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.09821261140196036,1.2599782597171736,1.4,20
rational_fit,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.025189549927819084,0.5141283321359296,1.4,20
pade_22,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,0.85,0.45,0.0,0.418964579136833,10.220821613430697,-0.05,20
log_linear,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.9,0.03414042249210448,0.5610636175787351,1.36,20
weniger_d2,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.7,0.05488519322875364,1.0,1.28,20
anderson_1,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.55,0.1451302359862166,4.106683002361306,1.22,20
constant_assumed,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,1,0,1.0,0.0,0.7,0.05488519322875352,1.0,1.28,20
constant_oracle,mixed_pow_rat,90,0.01,0.02,27113.0,0.019999572893685206,0,0.05190377188707265,0.0,1,1,1.0,0.0,1.0,0.0029814213416808674,0.07582451351799024,1.4,20
current_value,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.1013343683838031,1.1393784773824536,1.0,20
richardson_1,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.048725359285162556,0.5888271054979555,1.4,20
richardson_a10,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.0502932030455496,0.6009880828511865,1.4,20
single_exp_fit,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.9,0.08974115656871359,1.0537470837893281,1.36,20
rational_fit,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.045556193115289884,0.5451800280737091,1.4,20
pade_22,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.15,0.45,0.1315959859728547,1.4937832867994023,0.88,20
log_linear,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.009324193672782574,0.10968606030150577,1.4,20
weniger_d2,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.05,0.0,0.12664163820622676,1.6398554079341283,0.9,20
anderson_1,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.65,0.0998581169227285,1.1314737243276123,1.26,20
constant_assumed,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,1,0,1.0,0.05,0.0,0.12664163820622676,1.6398554079341283,0.9,20
constant_oracle,multiphase,90,0.01,0.5,504.0,0.49983903719462197,0,0.027119345212559383,0.0,1,1,1.0,0.0,0.6,0.09952229299366738,1.1598312764507561,1.24,20
current_value,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.18094586175975785,4.059573316902355,1.0,20
richardson_1,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.11862673293203879,2.452145094051902,1.4,20
richardson_a10,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.12109779206830265,2.497375212437304,1.4,20
single_exp_fit,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.9,0.1693526496573538,3.490276268130043,1.36,20
rational_fit,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.11502354788434328,2.3737770170091657,1.4,20
pade_22,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,0.9,0.1,0.5,0.1126332150580912,1.3740008934615977,0.9,20
log_linear,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.018256230566211378,0.28232061787433105,1.4,20
weniger_d2,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.8,0.04703014483027203,1.0,1.32,20
anderson_1,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.65,0.17946961029868325,3.9959697259770066,1.26,20
constant_assumed,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,1,0,1.0,0.0,0.8,0.04703014483027203,1.0,1.32,20
constant_oracle,multiphase,90,0.01,0.1,3852.0,0.0999996544626016,0,0.027119345212559383,0.0,1,1,1.0,0.0,1.0,0.019910799617712645,0.42522738929192805,1.4,20
current_value,multiphase,90,0.01,0.02,20594.0,0.019999293769431138,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.1968746283106679,6.686846160833473,1.0,20
richardson_1,multiphase,90,0.01,0.02,20594.0,0.019999293769431138,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.1331945949394718,4.204050481952876,1.4,20
richardson_a10,multiphase,90,0.01,0.02,20594.0,0.019999293769431138,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.13595003684482668,4.277707557984523,1.4,20
single_exp_fit,multiphase,90,0.01,0.02,20594.0,0.019999293769431138,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.9,0.18528141620826385,5.824569135673215,1.36,20
rational_fit,multiphase,90,0.01,0.02,20594.0,0.019999293769431138,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.12970148842365647,4.085017843464678,1.4,20
