regime,obs_idx,target_g,method,n_f,achieved_g,med_med_error,med_med_skill,n
broken_power_law,40,0.02,current_value,50000.0,0.37317624894888063,0.017730866501893334,1.2589884159575897,5
broken_power_law,40,0.02,richardson_1,50000.0,0.37317624894888063,0.03814913322843748,2.839866853887883,5
broken_power_law,40,0.02,richardson_a10,50000.0,0.37317624894888063,0.02247345236623026,1.6305655122042961,5
broken_power_law,40,0.02,single_exp_fit,50000.0,0.37317624894888063,0.03147106186948056,2.2984606983043,5
broken_power_law,40,0.02,rational_fit,50000.0,0.37317624894888063,0.004882776652755504,0.3424469904160249,5
broken_power_law,40,0.02,pade_22,50000.0,0.37317624894888063,0.009060720468017744,0.5698570554281486,5
broken_power_law,40,0.02,log_linear,50000.0,0.37317624894888063,0.04787849454592774,3.6911354010947206,5
broken_power_law,40,0.02,weniger_d2,50000.0,0.37317624894888063,0.049361440175231835,3.7975380744446934,5
broken_power_law,40,0.02,anderson_1,50000.0,0.37317624894888063,0.0182171084986704,1.390429587297723,5
broken_power_law,40,0.02,constant_assumed,50000.0,0.37317624894888063,0.049361440175231835,3.7975380744446934,5
broken_power_law,40,0.02,constant_oracle,50000.0,0.37317624894888063,0.010555978838859122,0.7863154223493828,5
log_slow,50,0.1,current_value,50000.0,0.3664532001500322,0.12782906914092707,1.244566978061701,5
log_slow,50,0.1,richardson_1,50000.0,0.3664532001500322,0.04432139582757046,0.4315203869024897,5
log_slow,50,0.1,richardson_a10,50000.0,0.3664532001500322,0.1526943623495307,1.4881329142078363,5
log_slow,50,0.1,single_exp_fit,50000.0,0.3664532001500322,0.14405889707240904,1.4011557659678813,5
log_slow,50,0.1,rational_fit,50000.0,0.3664532001500322,0.09725417560073525,0.9468841231159753,5
log_slow,50,0.1,pade_22,50000.0,0.3664532001500322,0.08375089148319345,0.7799195855218182,5
log_slow,50,0.1,log_linear,50000.0,0.3664532001500322,0.06650566551402437,0.6497201610065476,5
log_slow,50,0.1,weniger_d2,50000.0,0.3664532001500322,0.10275805732146302,1.0,5
log_slow,50,0.1,anderson_1,50000.0,0.3664532001500322,0.12811645862114318,1.2494734736815611,5
log_slow,50,0.1,constant_assumed,50000.0,0.3664532001500322,0.10275805732146302,1.0,5
log_slow,50,0.1,constant_oracle,50000.0,0.3664532001500322,0.07393829701292087,0.7198766563413626,5
log_slow,50,0.02,current_value,50000.0,0.3664532001500322,0.12782906914092707,1.244566978061701,5
log_slow,50,0.02,richardson_1,50000.0,0.3664532001500322,0.04432139582757046,0.4315203869024897,5
log_slow,50,0.02,richardson_a10,50000.0,0.3664532001500322,0.1526943623495307,1.4881329142078363,5
log_slow,50,0.02,single_exp_fit,50000.0,0.3664532001500322,0.14405889707240904,1.4011557659678813,5
log_slow,50,0.02,rational_fit,50000.0,0.3664532001500322,0.09725417560073525,0.9468841231159753,5
log_slow,50,0.02,pade_22,50000.0,0.3664532001500322,0.08375089148319345,0.7799195855218182,5
log_slow,50,0.02,log_linear,50000.0,0.3664532001500322,0.06650566551402437,0.6497201610065476,5
log_slow,50,0.02,weniger_d2,50000.0,0.3664532001500322,0.10275805732146302,1.0,5
log_slow,50,0.02,anderson_1,50000.0,0.3664532001500322,0.12811645862114318,1.2494734736815611,5
log_slow,50,0.02,constant_assumed,50000.0,0.3664532001500322,0.10275805732146302,1.0,5
log_slow,50,0.02,constant_oracle,50000.0,0.3664532001500322,0.07393829701292087,0.7198766563413626,5
log_oscillatory,50,0.1,current_value,50000.0,0.2560336623945213,0.17826841264495047,1.6611199248603161,5
log_oscillatory,50,0.1,richardson_1,50000.0,0.2560336623945213,0.08154936503007508,0.7189472967804909,5
log_oscillatory,50,0.1,richardson_a10,50000.0,0.2560336623945213,0.1687089621743456,1.56094216273657,5
log_oscillatory,50,0.1,single_exp_fit,50000.0,0.2560336623945213,0.1322510930613339,1.2204362196106735,5
log_oscillatory,50,0.1,rational_fit,50000.0,0.2560336623945213,0.0522361587758845,0.4978742271310882,5
log_oscillatory,50,0.1,pade_22,50000.0,0.2560336623945213,0.46162353072774076,4.660360184742106,5
log_oscillatory,50,0.1,log_linear,50000.0,0.2560336623945213,0.08636346753132795,0.7628067544040298,5
log_oscillatory,50,0.1,weniger_d2,50000.0,0.2560336623945213,0.11757721977593429,1.0389638883994663,5
log_oscillatory,50,0.1,anderson_1,50000.0,0.2560336623945213,0.17719488063558658,1.6460292508008394,5
log_oscillatory,50,0.1,constant_assumed,50000.0,0.2560336623945213,0.11757721977593429,1.038963888399484,5
log_oscillatory,50,0.1,constant_oracle,50000.0,0.2560336623945213,0.06135051046213941,0.5687507515043527,5
log_oscillatory,50,0.02,current_value,50000.0,0.2560336623945213,0.17826841264495047,1.6611199248603161,5
log_oscillatory,50,0.02,richardson_1,50000.0,0.2560336623945213,0.08154936503007508,0.7189472967804909,5
log_oscillatory,50,0.02,richardson_a10,50000.0,0.2560336623945213,0.1687089621743456,1.56094216273657,5
log_oscillatory,50,0.02,single_exp_fit,50000.0,0.2560336623945213,0.1322510930613339,1.2204362196106735,5
log_oscillatory,50,0.02,rational_fit,50000.0,0.2560336623945213,0.0522361587758845,0.4978742271310882,5
log_oscillatory,50,0.02,pade_22,50000.0,0.2560336623945213,0.46162353072774076,4.660360184742106,5
log_oscillatory,50,0.02,log_linear,50000.0,0.2560336623945213,0.08636346753132795,0.7628067544040298,5
