assumed_mode,method,target_g,noise,regime_set,n_capped_excluded,valid_rate,cat_rate,med_error,med_skill,n,med_skill_vs_assumed,win_rate_vs_assumed,med_skill_vs_last,win_rate_vs_last,med_skill_vs_wmean,win_rate_vs_wmean,med_skill_vs_wmin,win_rate_vs_wmin
oracle,richardson_2,0.5,0.005,core,0,1.0,0.0778,0.015226317309879486,0.5222084767611825,360,0.425,0.6611,0.3875,0.7861,0.2192,0.8389,0.3885,0.7944
oracle,richardson_2,0.5,0.005,holdout,0,1.0,0.0,0.007721245247935981,0.30469400111212186,120,0.2613,0.8083,0.2546,0.7917,0.1133,0.9917,0.3019,0.7
oracle,richardson_3,0.5,0.005,core,0,0.9944,0.0472,0.016045115113792613,0.5946207906131816,360,0.4386,0.6528,0.3995,0.7806,0.2157,0.8111,0.3986,0.775
oracle,richardson_3,0.5,0.005,holdout,0,1.0,0.0083,0.007726291415293967,0.291163217529248,120,0.2534,0.7917,0.2359,0.775,0.1059,0.9833,0.2899,0.6833
oracle,single_exp_fit,0.5,0.005,core,0,1.0,0.0056,0.02106491704805294,0.9064353716040545,360,0.6273,0.7778,0.4778,0.8917,0.3099,0.8583,0.4743,0.7917
oracle,single_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.01384187991034308,0.6658163517996987,120,0.4706,0.9333,0.4528,0.9167,0.1731,0.9917,0.6597,0.775
oracle,double_exp_fit,0.5,0.005,core,0,0.9833,0.0222,0.018022432179245262,0.6344009458765081,360,0.4577,0.7917,0.3778,0.8528,0.2887,0.8528,0.3924,0.7944
oracle,double_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.012201751520421585,0.6002483871235309,120,0.4385,0.9333,0.4164,0.9167,0.1624,0.9917,0.6002,0.7833
oracle,rational_fit,0.5,0.005,core,0,1.0,0.0194,0.016429306551769038,0.5203532511447562,360,0.3702,0.7222,0.3107,0.85,0.2126,0.8611,0.3427,0.825
oracle,rational_fit,0.5,0.005,holdout,0,1.0,0.0,0.006602275272568972,0.3017343881841106,120,0.2179,0.8167,0.2076,0.825,0.1012,0.9917,0.3017,0.7083
oracle,log_fit,0.5,0.005,core,0,1.0,0.0417,0.03880938836839749,1.1562114981460203,360,0.9206,0.5472,0.7722,0.6139,0.5354,0.9306,0.9386,0.5472
oracle,log_fit,0.5,0.005,holdout,0,1.0,0.0,0.03931943455060905,1.7597458036528457,120,0.9773,0.5083,1.0857,0.4833,0.5074,1.0,1.7308,0.2917
oracle,log_linear,0.5,0.005,core,0,0.8889,0.1667,0.015449129018073958,0.38370050478100526,360,0.3489,0.7778,0.3457,0.8167,0.172,0.8333,0.3821,0.7639
oracle,log_linear,0.5,0.005,holdout,0,1.0,0.0,0.0090400318515719,0.3394634728481697,120,0.2827,0.8333,0.2775,0.825,0.1115,1.0,0.3395,0.7667
oracle,stability_weighted,0.5,0.005,core,0,1.0,0.0167,0.058419814382386845,1.2260748943133364,360,1.0218,0.4444,0.989,0.525,0.5808,0.7972,1.0951,0.3361
oracle,stability_weighted,0.5,0.005,holdout,0,1.0,0.0083,0.034485364559982926,1.127826211552657,120,0.9283,0.5833,0.9238,0.6333,0.354,0.975,1.1045,0.35
oracle,median_ensemble,0.5,0.005,core,0,1.0,0.0083,0.06739601631707202,1.2120891099608584,360,1.01,0.4611,0.9891,0.5917,0.6016,0.8278,1.0996,0.2389
oracle,median_ensemble,0.5,0.005,holdout,0,1.0,0.0083,0.04053514709506349,1.1467000429109742,120,1.012,0.4583,0.9816,0.625,0.4084,1.0,1.104,0.1333
oracle,constant_assumed,0.5,0.005,core,0,1.0,0.0028,0.0579106984855413,1.0749560797299578,360,1.0,0.0,0.9818,0.5806,0.5532,0.8889,1.0741,0.225
oracle,constant_assumed,0.5,0.005,holdout,0,1.0,0.0083,0.042288065521957505,1.0907349702846167,120,1.0,0.0,0.951,0.625,0.4488,1.0,1.0907,0.1833
oracle,richardson_1,0.1,0.005,core,40,1.0,0.0875,0.03041407856453314,4.651895819289058,320,4.6519,0.1187,0.3941,0.8,0.2621,0.8344,0.381,0.8125
oracle,richardson_1,0.1,0.005,holdout,1,1.0,0.0084,0.014890727457152128,2.587447735294447,119,2.5874,0.0924,0.2938,0.7983,0.1751,0.9748,0.3476,0.7563
oracle,richardson_2,0.1,0.005,core,40,1.0,0.0844,0.02513381529638483,4.973487634141292,320,4.9735,0.1469,0.4068,0.7937,0.2434,0.8125,0.3912,0.8313
oracle,richardson_2,0.1,0.005,holdout,1,1.0,0.0084,0.014890888725968159,2.2998983005730635,119,2.2999,0.1513,0.2446,0.8235,0.1751,0.9748,0.264,0.7479
oracle,richardson_3,0.1,0.005,core,40,0.9938,0.1,0.021816834219173714,4.05188139084653,320,4.0519,0.1562,0.4022,0.7656,0.2304,0.7812,0.4049,0.8156
oracle,richardson_3,0.1,0.005,holdout,1,1.0,0.0168,0.015320041380303847,2.0239970383065944,119,2.024,0.1849,0.2152,0.7983,0.1346,0.9496,0.2577,0.7563
oracle,single_exp_fit,0.1,0.005,core,40,1.0,0.0063,0.03482450977697776,6.380731809103146,320,6.0516,0.1344,0.6061,0.9469,0.453,0.8719,0.6332,0.875
oracle,single_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.027569546382563037,5.327298562690225,119,5.3273,0.0168,0.5621,0.9244,0.3339,0.9916,0.6358,0.7899
oracle,double_exp_fit,0.1,0.005,core,40,0.9812,0.025,0.027284378086546386,6.18316905461744,320,5.6015,0.1313,0.5288,0.8625,0.3974,0.8594,0.422,0.7969
oracle,double_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.02637142396946318,4.928620798008529,119,4.9286,0.0504,0.5148,0.8571,0.3011,0.9748,0.6119,0.7143
oracle,rational_fit,0.1,0.005,core,40,1.0,0.0094,0.026969964897888637,4.040769353066719,320,4.0408,0.15,0.3239,0.8688,0.2142,0.8406,0.309,0.8281
oracle,rational_fit,0.1,0.005,holdout,1,1.0,0.0,0.01131186143789533,2.1789886371187692,119,2.179,0.2857,0.2399,0.8403,0.1379,0.9916,0.2962,0.8151
oracle,log_fit,0.1,0.005,core,40,1.0,0.0125,0.06844420026189485,8.028693868384773,320,6.9081,0.05,0.6452,0.6969,0.5372,0.9094,0.7521,0.6344
oracle,log_fit,0.1,0.005,holdout,1,1.0,0.0,0.05038851415348333,7.571177328340223,119,7.5712,0.0672,0.84,0.5966,0.5413,1.0,1.0845,0.479
oracle,log_linear,0.1,0.005,core,40,0.8125,0.1875,0.014711444820373926,2.5057480295879144,320,2.5057,0.3094,0.2644,0.8125,0.099,0.8125,0.3109,0.8125
oracle,log_linear,0.1,0.005,holdout,1,1.0,0.0,0.013154429313660718,2.044531425715341,119,2.0445,0.3109,0.2158,1.0,0.1105,1.0,0.2571,1.0
oracle,stability_weighted,0.1,0.005,core,40,1.0,0.0125,0.08670248578226986,9.132212436900282,320,8.981,0.0,0.9801,0.5719,0.6758,0.85,1.028,0.3812
oracle,stability_weighted,0.1,0.005,holdout,1,1.0,0.0084,0.057378343995145686,7.992554913999718,119,7.9926,0.0168,0.8939,0.6807,0.4593,0.9748,1.0215,0.4622
oracle,median_ensemble,0.1,0.005,core,40,1.0,0.0063,0.09674452349628482,9.056958937435983,320,9.0351,0.0031,0.9939,0.5875,0.6988,0.8594,1.0434,0.2687
oracle,median_ensemble,0.1,0.005,holdout,1,1.0,0.0,0.07249191689134002,9.027038607190617,119,9.027,0.0,0.9822,0.6723,0.5493,1.0,1.0566,0.1513
oracle,constant_assumed,0.1,0.005,core,40,1.0,0.0,0.00772632880894808,1.0,320,1.0,0.0,0.1098,1.0,0.0746,1.0,0.1153,0.9375
oracle,constant_assumed,0.1,0.005,holdout,1,1.0,0.0,0.008442325403221396,1.0,119,1.0,0.0,0.1083,1.0,0.0616,1.0,0.1166,1.0
oracle,richardson_1,0.5,0.02,core,0,1.0,0.0694,0.019702938160650794,1.145287348201431,360,0.5146,0.6639,0.4305,0.7861,0.2449,0.8639,0.6184,0.6556
oracle,richardson_1,0.5,0.02,holdout,0,1.0,0.025,0.013189133996810251,0.7149883656144573,120,0.3865,0.7833,0.3373,0.7333,0.177,0.9917,0.5459,0.6667
oracle,richardson_2,0.5,0.02,core,0,1.0,0.0917,0.01979116069646085,1.1164297086402408,360,0.5479,0.6583,0.4675,0.7944,0.2465,0.8389,0.6228,0.6694
oracle,richardson_2,0.5,0.02,holdout,0,1.0,0.025,0.01433901245238952,0.8616458398799052,120,0.3863,0.7417,0.3534,0.7083,0.188,0.975,0.5359,0.6667
oracle,richardson_3,0.5,0.02,core,0,0.9972,0.0722,0.02040908356729576,1.2015975634134708,360,0.5179,0.65,0.449,0.775,0.256,0.8278,0.5915,0.6556
oracle,richardson_3,0.5,0.02,holdout,0,1.0,0.0333,0.014254110859914682,0.9468166764545853,120,0.4755,0.725,0.3575,0.6667,0.1882,0.95,0.5729,0.6167
oracle,single_exp_fit,0.5,0.02,core,0,1.0,0.0361,0.023848422380983086,1.0961982331695688,360,0.709,0.6917,0.511,0.8028,0.3567,0.85,0.6576,0.6472
oracle,single_exp_fit,0.5,0.02,holdout,0,1.0,0.0583,0.021225944068181228,1.1264368464397245,120,0.7192,0.7833,0.606,0.7167,0.2403,0.95,0.8516,0.55
oracle,double_exp_fit,0.5,0.02,core,0,0.9972,0.0417,0.021666957842193635,1.0000000133604607,360,0.6065,0.7167,0.4386,0.8083,0.3602,0.85,0.5997,0.6694
oracle,double_exp_fit,0.5,0.02,holdout,0,1.0,0.05,0.02095067635140431,1.121776903938242,120,0.7225,0.7917,0.6166,0.7167,0.2376,0.95,0.8199,0.5667
oracle,rational_fit,0.5,0.02,core,0,1.0,0.0417,0.01877580777426118,1.000000039274556,360,0.4677,0.6972,0.3801,0.8139,0.2643,0.85,0.49,0.7028
oracle,rational_fit,0.5,0.02,holdout,0,1.0,0.0417,0.011549196716590373,0.6599240083286275,120,0.3959,0.7583,0.3584,0.7,0.1953,0.975,0.5163,0.6583
oracle,log_fit,0.5,0.02,core,0,1.0,0.0694,0.038996511094853234,1.675325511576643,360,0.9071,0.5278,0.7156,0.6083,0.5403,0.9278,1.1753,0.4472
oracle,log_fit,0.5,0.02,holdout,0,1.0,0.0917,0.040324737114616364,2.132658464733188,120,1.0572,0.4583,1.2057,0.4583,0.5443,0.9917,1.7653,0.35
oracle,log_linear,0.5,0.02,core,0,0.7,0.3028,0.016747463445922435,0.4856222059431235,360,0.2842,0.6444,0.2709,0.6667,0.1596,0.7,0.4816,0.5639
oracle,log_linear,0.5,0.02,holdout,0,0.775,0.225,0.012165320260988849,0.522020101723924,120,0.2793,0.6083,0.2804,0.6,0.1392,0.775,0.5058,0.55
oracle,stability_weighted,0.5,0.02,core,0,1.0,0.05,0.05085547709369595,1.9129160358602202,360,1.044,0.4639,0.9529,0.5444,0.5652,0.8083,1.3418,0.3667
oracle,stability_weighted,0.5,0.02,holdout,0,1.0,0.0417,0.040252373526457684,1.6291850068131597,120,1.0221,0.475,0.9636,0.5333,0.384,0.9,1.5341,0.2583
oracle,median_ensemble,0.5,0.02,core,0,1.0,0.0222,0.057302433072386263,1.766041694000889,360,0.9803,0.5139,0.9194,0.6194,0.5676,0.85,1.2814,0.3472
oracle,median_ensemble,0.5,0.02,holdout,0,1.0,0.025,0.03577249443638765,1.546936919675186,120,0.9395,0.6,0.9015,0.6,0.3691,0.975,1.3593,0.3167
oracle,constant_assumed,0.5,0.02,core,0,1.0,0.0306,0.0579106984855413,1.530855242784387,360,1.0,0.0,0.9026,0.5889,0.5526,0.8889,1.3261,0.3583
oracle,constant_assumed,0.5,0.02,holdout,0,1.0,0.0417,0.042288065521957505,1.6098446902289005,120,1.0,0.0,0.9223,0.5917,0.4208,1.0,1.4767,0.2583
oracle,richardson_1,0.1,0.02,core,40,1.0,0.1156,0.033084626614429145,5.367190846647809,320,4.7411,0.1125,0.4123,0.7906,0.2612,0.8313,0.4685,0.6906
oracle,richardson_1,0.1,0.02,holdout,1,1.0,0.0168,0.016871586389941875,3.718649584757182,119,3.2551,0.1429,0.3157,0.7311,0.1989,0.9664,0.516,0.605
oracle,richardson_2,0.1,0.02,core,40,1.0,0.1094,0.02801718302855848,5.539602283141738,320,5.1259,0.1062,0.423,0.7688,0.2441,0.8125,0.5119,0.6625
oracle,richardson_2,0.1,0.02,holdout,1,1.0,0.0252,0.024015796752771573,4.674727427523126,119,4.3582,0.1176,0.4596,0.7143,0.2646,0.9328,0.6576,0.5798
oracle,richardson_3,0.1,0.02,core,40,0.9969,0.1187,0.025505574702808564,4.832268674985945,320,4.4638,0.1219,0.4163,0.7562,0.2297,0.7844,0.5412,0.65
oracle,richardson_3,0.1,0.02,holdout,1,1.0,0.0336,0.024241646794113794,4.488480904687476,119,4.4885,0.1429,0.4323,0.6891,0.2696,0.9076,0.6754,0.5798
oracle,single_exp_fit,0.1,0.02,core,40,1.0,0.0281,0.03954986328190667,6.396367082867782,320,6.1001,0.0594,0.5792,0.85,0.4083,0.8594,0.8043,0.625
oracle,single_exp_fit,0.1,0.02,holdout,1,1.0,0.042,0.02802810931093812,5.906582524911969,119,5.7549,0.084,0.5344,0.8151,0.366,0.9496,0.8523,0.5966
oracle,double_exp_fit,0.1,0.02,core,40,0.9969,0.0312,0.026734109220521052,6.103683280172403,320,5.9601,0.0969,0.5181,0.825,0.3698,0.8562,0.7212,0.6281
oracle,double_exp_fit,0.1,0.02,holdout,1,1.0,0.042,0.027212010899625473,5.559301041354023,119,5.5229,0.0756,0.516,0.7899,0.3651,0.9328,0.7969,0.5966
oracle,rational_fit,0.1,0.02,core,40,1.0,0.05,0.028951977248410914,5.391892630416574,320,5.2015,0.1062,0.4191,0.8219,0.2589,0.825,0.4867,0.6687
oracle,rational_fit,0.1,0.02,holdout,1,1.0,0.0252,0.017369319233420718,3.405833235411912,119,3.3612,0.2353,0.3452,0.7479,0.202,0.9496,0.5669,0.6134
oracle,log_fit,0.1,0.02,core,40,1.0,0.0594,0.0687631636566299,7.1536152919373635,320,6.9667,0.0563,0.6835,0.65,0.5446,0.9125,1.0403,0.4719
oracle,log_fit,0.1,0.02,holdout,1,1.0,0.0084,0.049398505803093906,7.490537268373785,119,7.3658,0.0336,0.8406,0.5714,0.5388,0.9748,1.2828,0.4118
oracle,log_linear,0.1,0.02,core,40,0.6625,0.3406,0.024896653149164998,2.569383566999789,320,2.4181,0.2125,0.2495,0.6562,0.1248,0.6625,0.3956,0.6219
oracle,log_linear,0.1,0.02,holdout,1,0.7731,0.2269,0.015850744959036742,2.2597148535785534,119,2.0897,0.1008,0.231,0.7647,0.1278,0.7731,0.356,0.6387
oracle,stability_weighted,0.1,0.02,core,40,1.0,0.0406,0.07827296246468014,8.939185618661316,320,8.8174,0.0094,0.9052,0.5844,0.6357,0.825,1.2814,0.3187
oracle,stability_weighted,0.1,0.02,holdout,1,1.0,0.042,0.06572247963549366,8.780674595290115,119,8.6622,0.0336,0.9112,0.5882,0.5028,0.916,1.2838,0.2605
oracle,median_ensemble,0.1,0.02,core,40,1.0,0.025,0.08910309070977268,8.88511327804299,320,8.8515,0.0063,0.9436,0.6219,0.6498,0.8719,1.2314,0.2594
oracle,median_ensemble,0.1,0.02,holdout,1,1.0,0.0252,0.06514537950648633,8.711167911059025,119,8.5097,0.0252,0.9345,0.6639,0.4882,0.9748,1.2827,0.2101
oracle,constant_assumed,0.1,0.02,core,40,1.0,0.0063,0.00772632880894808,1.0,320,1.0,0.0,0.1041,0.9844,0.0742,1.0,0.1417,0.9625
oracle,constant_assumed,0.1,0.02,holdout,1,1.0,0.0,0.008442325403221396,1.0,119,1.0,0.0,0.1064,0.9832,0.0621,1.0,0.1433,0.9328
double,richardson_1,0.5,0.0,core,0,1.0,0.0194,0.015200405094984076,0.5057537648661274,360,0.2185,0.7861,0.2997,0.7694,0.2059,0.8667,0.2896,0.8028
double,richardson_1,0.5,0.0,holdout,0,1.0,0.0,0.0074367907973197644,0.27882405094326557,120,0.1854,0.7667,0.2025,0.8333,0.0975,1.0,0.2025,0.8333
double,richardson_2,0.5,0.0,core,0,0.975,0.0917,0.012015238809195777,0.4813989792090874,360,0.1689,0.7611,0.324,0.75,0.1887,0.8278,0.2332,0.7833
double,richardson_2,0.5,0.0,holdout,0,0.9917,0.0083,0.005690201071180307,0.2707760442061509,120,0.1269,0.825,0.1653,0.8333,0.0746,0.9917,0.1653,0.8333
double,richardson_3,0.5,0.0,core,0,0.9611,0.0944,0.010020098576435599,0.5606135306553861,360,0.1783,0.7472,0.316,0.7556,0.1872,0.8083,0.2273,0.7889
double,richardson_3,0.5,0.0,holdout,0,0.975,0.025,0.005689713951775113,0.2549313560768988,120,0.1557,0.8083,0.1567,0.8167,0.0762,0.975,0.1567,0.8167
double,single_exp_fit,0.5,0.0,core,0,1.0,0.0056,0.02076105064445101,0.960454817771901,360,0.4619,0.6972,0.4673,0.9,0.2866,0.8694,0.4649,0.8833
double,single_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.012616557234020831,0.6603198932526516,120,0.448,0.7167,0.5525,0.9917,0.1872,0.9917,0.5525,0.9917
double,double_exp_fit,0.5,0.0,core,0,0.9778,0.0306,0.012041530761616924,0.736421410704118,360,0.1743,0.7833,0.3079,0.8806,0.2857,0.8667,0.2205,0.8667
double,double_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.01007220906464507,0.5820261047083435,120,0.1426,0.7333,0.5525,1.0,0.1779,1.0,0.5525,1.0
double,rational_fit,0.5,0.0,core,0,1.0,0.0056,0.01658619722145077,0.5707973630134144,360,0.2579,0.8028,0.3079,0.8417,0.1998,0.85,0.2394,0.8444
double,rational_fit,0.5,0.0,holdout,0,1.0,0.0,0.004096627020275575,0.15474264229855894,120,0.1257,0.75,0.094,0.85,0.051,1.0,0.094,0.85
double,log_fit,0.5,0.0,core,0,1.0,0.0417,0.03854709156267884,1.3001890352100531,360,0.6483,0.5611,0.8106,0.6306,0.5348,0.925,0.8475,0.6611
double,log_fit,0.5,0.0,holdout,0,1.0,0.0,0.03896447178279161,1.4340219613375818,120,1.2235,0.4833,0.9795,0.5083,0.5089,1.0,0.9795,0.5083
double,log_linear,0.5,0.0,core,0,0.5694,0.45,0.02371999940973535,0.6988544781947001,360,0.6989,0.3194,0.3756,0.5444,0.2149,0.55,0.4175,0.5444
double,log_linear,0.5,0.0,holdout,0,0.5833,0.4167,0.020543405124205383,1.0938728140870972,120,1.0939,0.2417,0.4617,0.45,0.2367,0.5833,0.4617,0.45
double,stability_weighted,0.5,0.0,core,0,1.0,0.0194,0.019114468386467853,0.9780950615396253,360,0.4713,0.6611,0.755,0.7556,0.4177,0.875,0.732,0.7889
double,stability_weighted,0.5,0.0,holdout,0,1.0,0.0,0.018828494170774875,0.6157492902433853,120,0.3782,0.7,0.4754,0.8333,0.2166,1.0,0.4754,0.8333
double,median_ensemble,0.5,0.0,core,0,1.0,0.0111,0.013201009316560763,0.9386937011323533,360,0.2277,0.7167,0.6351,0.8222,0.3114,0.9,0.524,0.8333
double,median_ensemble,0.5,0.0,holdout,0,1.0,0.0,0.015003123858113004,0.445129119987829,120,0.2328,0.7417,0.3503,1.0,0.1438,1.0,0.3503,1.0
double,constant_assumed,0.5,0.0,core,0,1.0,0.2,0.06156339146721648,1.0,360,1.0,0.0,0.8646,0.5972,0.5889,0.6389,0.9141,0.5583
double,constant_assumed,0.5,0.0,holdout,0,1.0,0.1917,0.0397332613905475,1.0,120,1.0,0.0,0.7945,0.5833,0.4651,0.675,0.7945,0.5833
double,richardson_1,0.1,0.0,core,40,1.0,0.1,0.029734060662304343,1.230536332958175,320,0.4448,0.5875,0.3709,0.8063,0.2481,0.8438,0.314,0.8438
double,richardson_1,0.1,0.0,holdout,1,1.0,0.0,0.011298596723139608,0.3844015192734315,119,0.234,0.6807,0.1652,0.8487,0.1073,1.0,0.1652,0.8487
double,richardson_2,0.1,0.0,core,40,0.9719,0.1031,0.026282134417339564,1.1941229862206004,320,0.3713,0.5969,0.3662,0.7688,0.2171,0.8031,0.3236,0.8219
double,richardson_2,0.1,0.0,holdout,1,0.9916,0.0084,0.010483649380706363,0.3607899447776674,119,0.182,0.6807,0.1463,0.8571,0.0825,0.9916,0.1463,0.8571
double,richardson_3,0.1,0.0,core,40,0.9563,0.1281,0.02047142301407917,1.1733843507964759,320,0.3582,0.6156,0.3388,0.7562,0.2086,0.7656,0.3236,0.8063
double,richardson_3,0.1,0.0,holdout,1,0.9748,0.0252,0.008657180032840646,0.3017207109847655,119,0.1823,0.6639,0.1453,0.8571,0.0799,0.9748,0.1453,0.8571
double,single_exp_fit,0.1,0.0,core,40,1.0,0.0063,0.03976251763255982,1.0944321263456804,320,0.7457,0.5687,0.6445,0.9625,0.467,0.8875,0.6644,0.9313
double,single_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.03039162963080671,0.8453441970511908,119,0.8025,0.5546,0.5748,0.9832,0.306,0.9916,0.5748,0.9832
double,double_exp_fit,0.1,0.0,core,40,0.975,0.0312,0.024250761239587547,0.7928889345516481,320,0.3944,0.6594,0.4298,0.9437,0.3603,0.8812,0.4049,0.9094
double,double_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.02220838877211476,0.8100367774763839,119,0.6837,0.5882,0.5748,0.9916,0.2965,1.0,0.5748,0.9916
double,rational_fit,0.1,0.0,core,40,1.0,0.0125,0.029994636847013853,1.2868541791269543,320,0.4579,0.6031,0.2558,0.8625,0.1853,0.8313,0.2501,0.8438
double,rational_fit,0.1,0.0,holdout,1,1.0,0.0,0.005271095855417407,0.22258776340136494,119,0.1898,0.6723,0.2079,0.8655,0.1235,1.0,0.2079,0.8655
double,log_fit,0.1,0.0,core,40,1.0,0.0094,0.06820258294125914,3.1421279317834596,320,1.2465,0.4844,0.6478,0.6781,0.5361,0.9062,0.6439,0.6625
double,log_fit,0.1,0.0,holdout,1,1.0,0.0,0.050580425386964945,1.2549578323959487,119,0.822,0.521,0.9447,0.6218,0.5742,0.9916,0.9447,0.6218
double,log_linear,0.1,0.0,core,40,0.525,0.475,0.044722229162136765,2.1648059738284804,320,2.1648,0.0,0.4252,0.525,0.2441,0.525,0.4252,0.525
double,log_linear,0.1,0.0,holdout,1,0.5798,0.4202,0.04083052096594001,2.0419057750289626,119,2.0419,0.0084,0.4994,0.5714,0.2417,0.5798,0.4994,0.5714
double,stability_weighted,0.1,0.0,core,40,1.0,0.0219,0.023834486485054658,1.1768253821192856,320,0.5772,0.5938,0.3614,0.8187,0.2564,0.9187,0.3377,0.8
double,stability_weighted,0.1,0.0,holdout,1,1.0,0.0,0.01344194196072343,0.4112421904386803,119,0.3751,0.7143,0.2109,0.9916,0.1136,1.0,0.2109,0.9916
double,median_ensemble,0.1,0.0,core,40,1.0,0.0125,0.020990082700629117,1.1776679727623964,320,0.4488,0.6,0.2168,0.825,0.1555,0.9156,0.1999,0.8125
double,median_ensemble,0.1,0.0,holdout,1,1.0,0.0,0.00985760404086232,0.25781255358218,119,0.2238,0.7479,0.1286,1.0,0.0713,1.0,0.1286,1.0
double,constant_assumed,0.1,0.0,core,40,1.0,0.1906,0.03482687710836012,1.0,320,1.0,0.0,0.5593,0.5719,0.3918,0.65,0.7175,0.5625
double,constant_assumed,0.1,0.0,holdout,1,1.0,0.1345,0.043181614969322754,1.0,119,1.0,0.0,0.741,0.5798,0.4045,0.6723,0.741,0.5798
double,richardson_1,0.5,0.005,core,0,1.0,0.0333,0.017663284935799897,0.628043494307549,360,0.3541,0.7528,0.3797,0.7667,0.2274,0.8639,0.4242,0.7778
double,richardson_1,0.5,0.005,holdout,0,1.0,0.0,0.010004742823064058,0.5238089694860492,120,0.3531,0.7333,0.287,0.7917,0.147,1.0,0.3764,0.675
double,richardson_2,0.5,0.005,core,0,1.0,0.075,0.015127805900194323,0.6102809176032868,360,0.3361,0.7583,0.3856,0.7889,0.2176,0.8417,0.3852,0.7944
double,richardson_2,0.5,0.005,holdout,0,1.0,0.0,0.007237306654754028,0.4087985243872,120,0.2776,0.775,0.2486,0.7917,0.1036,0.9917,0.299,0.7
double,richardson_3,0.5,0.005,core,0,0.9889,0.075,0.01595761898414345,0.684652531312254,360,0.3401,0.7472,0.3806,0.7861,0.2136,0.8194,0.3874,0.7778
double,richardson_3,0.5,0.005,holdout,0,1.0,0.0083,0.007407155721988275,0.38019871121552945,120,0.2716,0.7667,0.2332,0.775,0.1061,0.9833,0.2865,0.6917
double,single_exp_fit,0.5,0.005,core,0,1.0,0.0056,0.02124813527794975,1.0000000000003264,360,0.4018,0.7,0.4843,0.8889,0.3162,0.8583,0.477,0.7861
double,single_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.0141431731614148,0.8218033550894672,120,0.4425,0.6833,0.4528,0.9167,0.1731,0.9833,0.6597,0.775
double,double_exp_fit,0.5,0.005,core,0,0.9833,0.0222,0.0192133915067417,0.9523900600471611,360,0.3513,0.7528,0.4118,0.8694,0.3187,0.8472,0.4168,0.7889
double,double_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.012552553012853953,0.8041375056169026,120,0.2984,0.7,0.4551,0.9083,0.1671,0.9833,0.611,0.7667
double,rational_fit,0.5,0.005,core,0,1.0,0.0194,0.016429302063082095,0.6397986373558809,360,0.2785,0.7944,0.3107,0.85,0.2126,0.8611,0.3427,0.825
double,rational_fit,0.5,0.005,holdout,0,1.0,0.0,0.006602279550104825,0.5053418242793148,120,0.1699,0.7333,0.2076,0.825,0.1013,0.9917,0.3018,0.7083
double,log_fit,0.5,0.005,core,0,1.0,0.0417,0.03880938818685335,1.3184189692257484,360,0.6444,0.5583,0.7722,0.6139,0.5354,0.9306,0.9386,0.5472
double,log_fit,0.5,0.005,holdout,0,1.0,0.0,0.03931942285916345,2.6412704680772383,120,1.1826,0.4833,1.0857,0.4833,0.5074,1.0,1.7308,0.2917
double,log_linear,0.5,0.005,core,0,0.5639,0.4528,0.024420667362457543,0.7006154786525514,360,0.7006,0.3167,0.3763,0.5389,0.2082,0.5472,0.4687,0.5278
double,log_linear,0.5,0.005,holdout,0,0.5417,0.4583,0.02553735935881593,1.1398988179663179,120,1.0801,0.25,0.413,0.4083,0.2161,0.5417,0.5576,0.3833
double,stability_weighted,0.5,0.005,core,0,1.0,0.0167,0.05841981437649671,1.6476139638973861,360,1.0904,0.4639,0.989,0.525,0.5808,0.7972,1.0951,0.3361
double,stability_weighted,0.5,0.005,holdout,0,1.0,0.0083,0.03448537515992742,1.5450621280139663,120,0.8952,0.5167,0.9238,0.6333,0.354,0.975,1.1045,0.35
double,median_ensemble,0.5,0.005,core,0,1.0,0.0083,0.06739601631707202,1.6123079114824581,360,1.1389,0.4333,0.9891,0.5917,0.6016,0.8278,1.0996,0.2389
double,median_ensemble,0.5,0.005,holdout,0,1.0,0.0083,0.04053514709506349,1.7064234209524434,120,1.2084,0.4583,0.9816,0.625,0.4084,1.0,1.104,0.1333
double,constant_assumed,0.5,0.005,core,0,1.0,0.1861,0.06156339146721648,1.0433891067339056,360,1.0,0.0,0.8679,0.5833,0.5896,0.6389,0.9992,0.5139
double,constant_assumed,0.5,0.005,holdout,0,1.0,0.2,0.0397332613905475,1.0,120,1.0,0.0,0.7814,0.5833,0.4653,0.675,0.9301,0.525
double,richardson_1,0.1,0.005,core,40,1.0,0.0875,0.03041407863439377,1.4075444076365102,320,0.7198,0.5594,0.3941,0.8,0.2629,0.8313,0.381,0.8125
double,richardson_1,0.1,0.005,holdout,1,1.0,0.0084,0.014891214079229102,0.7828270791203635,119,0.3438,0.6387,0.2938,0.7983,0.1751,0.9748,0.3476,0.7563
double,richardson_2,0.1,0.005,core,40,1.0,0.0781,0.025308333434369445,1.3883068826617475,320,0.6049,0.5844,0.4014,0.7969,0.2405,0.8156,0.3819,0.8281
