window_len,regime,is_holdout,target_g,noise,n_f,achieved_g,capped,precision,mean_gain,n
100,real_boot_a,1,0.5,0.02,125.0,0.4970613452560541,0,,0.0,20
100,real_boot_b,1,0.5,0.02,151.0,0.49684018628925675,0,,0.0,20
100,single_exp,0,0.1,0.0,148.0,0.09827358560436156,0,,0.0,20
100,two_exp,0,0.1,0.0,218.0,0.09985826346226055,0,,0.0,20
100,three_exp,0,0.1,0.0,377.0,0.09988829507506856,0,,0.0,20
100,four_exp,0,0.1,0.0,631.0,0.09977805552230239,0,,0.0,20
100,power_law,0,0.1,0.0,2441.0,0.09997859122064488,0,,0.0,20
100,rational_decay,0,0.1,0.0,1125.0,0.09999999999999999,0,,0.0,20
100,mixed_pow_rat,0,0.1,0.0,2260.0,0.09998848741275486,0,,0.0,20
100,multiphase,0,0.1,0.0,3852.0,0.0999996544626016,0,,0.0,20
100,osc_exp,0,0.1,0.0,165.0,0.09570953042125925,0,,0.0,20
100,damped_osc_pow,0,0.1,0.0,3014.0,0.09999319502597674,0,,0.0,20
100,log_slow,0,0.1,0.0,50000.0,0.41863546463489004,1,,0.0,20
100,delayed_plateau,0,0.1,0.0,321.0,0.09926115995627992,0,,0.0,20
100,staircase,0,0.1,0.0,320.0,0.0,0,,0.0,20
100,noisy_plateau,0,0.1,0.0,137.0,0.09536916221554956,0,1.0,0.000411,20
100,slow_osc_power,0,0.1,0.0,3483.0,0.09996889692898078,0,,0.0,20
100,log_oscillatory,0,0.1,0.0,50000.0,0.2992564263745022,1,,0.0,20
100,heavy_noise_plat,0,0.1,0.0,114.0,0.09071795328941246,0,1.0,0.000654,20
100,broken_power_law,0,0.1,0.0,28776.0,0.09999962012267244,0,1.0,0.007763,20
100,stretched_exp,1,0.1,0.0,579.0,0.09979846505939677,0,,0.0,20
100,logistic_tail,1,0.1,0.0,135.0,0.09609894819901184,0,,0.0,20
100,inv_sqrt_log,1,0.1,0.0,2929.0,0.09999046875803731,0,,0.0,20
100,random_knots,1,0.1,0.0,4730.0,0.09999546250252596,1,,0.0,20
100,real_boot_a,1,0.1,0.0,209.0,0.09859818176108498,0,,0.0,20
100,real_boot_b,1,0.1,0.0,335.0,0.09918842288666796,0,,0.0,20
100,single_exp,0,0.1,0.005,148.0,0.09827358560436156,0,,0.0,20
100,two_exp,0,0.1,0.005,218.0,0.09985826346226055,0,,0.0,20
100,three_exp,0,0.1,0.005,377.0,0.09988829507506856,0,,0.0,20
100,four_exp,0,0.1,0.005,631.0,0.09977805552230239,0,,0.0,20
100,power_law,0,0.1,0.005,2441.0,0.09997859122064488,0,,0.0,20
100,rational_decay,0,0.1,0.005,1125.0,0.09999999999999999,0,,0.0,20
100,mixed_pow_rat,0,0.1,0.005,2260.0,0.09998848741275486,0,,0.0,20
100,multiphase,0,0.1,0.005,3852.0,0.0999996544626016,0,,0.0,20
100,osc_exp,0,0.1,0.005,165.0,0.09570953042125925,0,,0.0,20
100,damped_osc_pow,0,0.1,0.005,3014.0,0.09999319502597674,0,,0.0,20
100,log_slow,0,0.1,0.005,50000.0,0.41863546463489004,1,,0.0,20
100,delayed_plateau,0,0.1,0.005,321.0,0.09926115995627992,0,,0.0,20
100,staircase,0,0.1,0.005,320.0,0.0,0,,0.0,20
100,noisy_plateau,0,0.1,0.005,137.0,0.09536916221554956,0,0.9091,0.000538,20
100,slow_osc_power,0,0.1,0.005,3483.0,0.09996889692898078,0,,0.0,20
100,log_oscillatory,0,0.1,0.005,50000.0,0.2992564263745022,1,,0.0,20
100,heavy_noise_plat,0,0.1,0.005,114.0,0.09071795328941246,0,1.0,0.000669,20
100,broken_power_law,0,0.1,0.005,28776.0,0.09999962012267244,0,1.0,0.007814,20
100,stretched_exp,1,0.1,0.005,579.0,0.09979846505939677,0,,0.0,20
100,logistic_tail,1,0.1,0.005,135.0,0.09609894819901184,0,,0.0,20
100,inv_sqrt_log,1,0.1,0.005,2929.0,0.09999046875803731,0,,0.0,20
100,random_knots,1,0.1,0.005,4730.0,0.09999546250252596,1,,0.0,20
100,real_boot_a,1,0.1,0.005,209.0,0.09859818176108498,0,,0.0,20
100,real_boot_b,1,0.1,0.005,335.0,0.09918842288666796,0,,0.0,20
100,single_exp,0,0.1,0.02,148.0,0.09827358560436156,0,,0.0,20
100,two_exp,0,0.1,0.02,218.0,0.09985826346226055,0,,0.0,20
100,three_exp,0,0.1,0.02,377.0,0.09988829507506856,0,,0.0,20
100,four_exp,0,0.1,0.02,631.0,0.09977805552230239,0,,0.0,20
100,power_law,0,0.1,0.02,2441.0,0.09997859122064488,0,,0.0,20
100,rational_decay,0,0.1,0.02,1125.0,0.09999999999999999,0,,0.0,20
100,mixed_pow_rat,0,0.1,0.02,2260.0,0.09998848741275486,0,,0.0,20
100,multiphase,0,0.1,0.02,3852.0,0.0999996544626016,0,,0.0,20
100,osc_exp,0,0.1,0.02,165.0,0.09570953042125925,0,,0.0,20
100,damped_osc_pow,0,0.1,0.02,3014.0,0.09999319502597674,0,,0.0,20
100,log_slow,0,0.1,0.02,50000.0,0.41863546463489004,1,0.0,-0.00323,20
100,delayed_plateau,0,0.1,0.02,321.0,0.09926115995627992,0,,0.0,20
100,staircase,0,0.1,0.02,320.0,0.0,0,,0.0,20
100,noisy_plateau,0,0.1,0.02,137.0,0.09536916221554956,0,1.0,0.000513,20
100,slow_osc_power,0,0.1,0.02,3483.0,0.09996889692898078,0,,0.0,20
100,log_oscillatory,0,0.1,0.02,50000.0,0.2992564263745022,1,,0.0,20
100,heavy_noise_plat,0,0.1,0.02,114.0,0.09071795328941246,0,0.65,0.00043,20
100,broken_power_law,0,0.1,0.02,28776.0,0.09999962012267244,0,1.0,0.008002,20
100,stretched_exp,1,0.1,0.02,579.0,0.09979846505939677,0,,0.0,20
100,logistic_tail,1,0.1,0.02,135.0,0.09609894819901184,0,1.0,0.004977,20
100,inv_sqrt_log,1,0.1,0.02,2929.0,0.09999046875803731,0,,0.0,20
100,random_knots,1,0.1,0.02,4730.0,0.09999546250252596,1,,0.0,20
100,real_boot_a,1,0.1,0.02,209.0,0.09859818176108498,0,,0.0,20
100,real_boot_b,1,0.1,0.02,335.0,0.09918842288666796,0,,0.0,20
