round,covertype,higgs,adult,jannis,miniboone,bank_marketing
174,0.4544591844864402,0.5378672473925731,0.2744319646908231,0.7035595033534522,0.14927093520541937,0.1995454783629138
175,0.45410615037202945,0.5377895742513273,0.2743208477765593,0.7034661269060004,0.14910604871562502,0.19951785089858876
176,0.4535811357262459,0.537772200785412,0.27427232703932386,0.7032988775403649,0.14891919992821084,0.19953979706929753
177,0.45339871861249487,0.5377299837439432,0.27432534778557277,0.7031569818728853,0.14887188750730518,0.1994855746227781
178,0.45279244710314864,0.5376531460546603,0.2742838694047729,0.7029758521316677,0.14872856495045159,0.19955702126516958
179,0.4518307579275369,0.5376076456539766,0.2741783229267581,0.7027937320928342,0.14863564888962488,0.19945486517102898
180,0.4514880233147925,0.5375425360408697,0.2741181766647208,0.7025744909615083,0.14855563788899492,0.19945844891126435
181,0.45116484791303973,0.5374314440304128,0.2741124933215126,0.7025004204907009,0.14843067489191897,0.19952968394521445
182,0.45073504484966226,0.5373362507297353,0.2740699568101718,0.7023460892154204,0.1483931947783877,0.19948062670426553
183,0.45024867234440535,0.5373304940381622,0.27406321604951867,0.7022257542134258,0.14826778966141843,0.19943989837346898
184,0.4499563792324539,0.5372760770525185,0.2740310641207065,0.7019800748221022,0.14816018593312785,0.19933423462888375
185,0.44951408238997576,0.5372439660762628,0.27396291394975264,0.7018052572180522,0.14801647269369744,0.1993070531102167
186,0.44889738537859586,0.5372525093360808,0.2739610952487359,0.7017190937131648,0.14797012419447483,0.19926622816074716
187,0.4480719563679072,0.5372261315657321,0.27392945522507944,0.7015856300642104,0.1479033985810912,0.19924285543034773
188,0.44773034137066386,0.5371881932381128,0.2738814939648745,0.7014483742256662,0.14779085496078717,0.19921257870603257
189,0.4473408898343965,0.5371174339709869,0.2738511281602282,0.7013396296814142,0.14767188280864615,0.1992382263204335
190,0.4468672099655303,0.5370555139301095,0.27385945175336157,0.7012405710712984,0.14758242691833343,0.19913827712547796
191,0.44633093902325677,0.5369567837973621,0.2737721269407758,0.7010702296925262,0.14749036023536513,0.199117053364909
192,0.44578805763181173,0.5368786581819008,0.2737336590661061,0.7009555975138253,0.14738424418532384,0.19910039172950506
193,0.4454715080517233,0.5368505662928816,0.27375945606688556,0.7009000274650361,0.147328083834128,0.19910463652666588
194,0.4451566208282758,0.536783678432635,0.27375125947799145,0.7007974301782647,0.14728935732038656,0.19899587080346623
195,0.44452690136026496,0.5367018831225586,0.27374709733200897,0.7007362807285145,0.1472507093963295,0.1990097405270296
196,0.443879203639218,0.5366087057897968,0.27367751798730805,0.7006670761218209,0.14716949088383122,0.19909288076306542
197,0.44361517725627203,0.5365605072511103,0.2736527971844021,0.7005364081954746,0.14703376350219885,0.19911694107908376
198,0.44291050991909153,0.5364877870076036,0.2735168315498676,0.7004100787477823,0.14695446320117445,0.19909895727659518
199,0.4422233116051583,0.5363971148603318,0.27351244376041295,0.7003086495615197,0.14686334168401946,0.1989642293567967
200,0.4417975608214766,0.5363735914022568,0.2734950082578649,0.7001192928540718,0.14682092487537385,0.19891029605112986
201,0.4413393318195584,0.5362942791286494,0.2735168082348721,0.6999960334458895,0.14673875968009292,0.19891598282753384
202,0.44110094976231856,0.5361960716956865,0.27345236204136164,0.6999526062302031,0.14665431800521533,0.19888678698849205
203,0.44080098154806063,0.5361127202709912,0.273412425351344,0.6998848281314982,0.1465391475041421,0.19890956084234324
204,0.4405412216499082,0.5360492249332656,0.2733014997032235,0.6998218910033808,0.14643929227274569,0.19881251193227958
205,0.44017878612621547,0.5359819896327791,0.2732506286203281,0.6996964897765562,0.146331709726948,0.19886136744793043
206,0.43995769383294425,0.5359247082751767,0.27323900617189856,0.6995842263200046,0.14627842846274902,0.1988467960605048
207,0.4393610895844884,0.5358890888429817,0.27319902968979465,0.6995170222677055,0.1462320158050994,0.19882694621104985
208,0.4389199476695825,0.5357840533442377,0.27317592750722813,0.6993985270324375,0.14616122350929886,0.1987405182678
209,0.4384579339440936,0.5357530903385088,0.2731404947056076,0.6992993085178171,0.14608361553581467,0.198725823377462
210,0.43788921538708725,0.5357398516266506,0.27314867236492535,0.6991726257634633,0.1460068287890846,0.1987015469568097
211,0.4376450954767112,0.5357190104304732,0.27315260098885374,0.6989634142344945,0.14592232270472158,0.1987328539303371
212,0.43745375484181315,0.5356674800198553,0.2731183707686023,0.698829745597379,0.14588502846010326,0.19873755710335433
213,0.4369388195267575,0.5355513847407622,0.2731161086169599,0.6986920155394677,0.14582974570732646,0.19877992951889728
214,0.4365404534661318,0.53550763761742,0.27312805522938544,0.698669779101565,0.14574814968128766,0.19877793802915797
215,0.43623988406346403,0.5353623292168336,0.273184093771206,0.698555039446073,0.14572759762193194,0.19878732471401012
216,0.4356489406964049,0.5353639812651815,0.2730631056528058,0.6985440551962016,0.1456522339801091,0.1988268323836694
217,0.4350970327652765,0.5353689830510391,0.2730676440959225,0.6984559922533898,0.14555288225931895,0.19885000259809954
218,0.4347897296001026,0.5353775563617776,0.273013590687898,0.698375532229942,0.1454694343294666,0.19873339145437743
219,0.4345660259698792,0.5353586643180074,0.2729074035823762,0.6982938683484287,0.1454329468646374,0.1987049079574506
220,0.434327555748595,0.5352597923885246,0.2729103316104257,0.6982772285014706,0.14541764973978186,0.1986875708262162
221,0.43406981237409215,0.5352340675205846,0.27282816969052937,0.698117701669589,0.14536522867268428,0.19867779961197332
222,0.4337981691081739,0.535126999076546,0.27283344771244566,0.6980231473834211,0.14526613890711113,0.19870554583697764
223,0.43342976848313874,0.5351072048585793,0.2727945604943307,0.698016267780876,0.14519631928356938,0.19874460545173483
224,0.4330164282770483,0.5350770944320776,0.27283646251980564,0.6979153455471578,0.14515366624477472,0.19876938346148582
225,0.43263930965092795,0.5350187338937087,0.2728132177112352,0.6978553609121085,0.14513056722665474,0.19877715481061956
226,0.43231595981326965,0.5349726591957852,0.27269036776278666,0.6977090593323844,0.14506029573675938,0.1988109172160248
227,0.43195007821996767,0.5349777840236976,0.2726715649683375,0.6975790536105201,0.1449951917264755,0.19882488122217593
228,0.43149227246276817,0.5349583822476104,0.27269689927117097,0.6975509291381009,0.1449012308998768,0.19880827148562163
229,0.4311438702890987,0.5349551854426234,0.2726142755336205,0.6973907799320159,0.14485563338476304,0.19882318557794698
230,0.43083916771728054,0.534947012203272,0.2726203741724523,0.697282747990508,0.14479170653316692,0.19881838529013188
231,0.430615613747298,0.5348567861096942,0.2725984008467328,0.697211961927373,0.144692442921658,0.19885264768862718
232,0.4302922581287183,0.5347692229003778,0.2725786468942911,0.6971614390645071,0.14466458184448264,0.19883756663699684
233,0.4299715271889501,0.5347113810717814,0.272589977820683,0.6971223441137312,0.14455928740612053,0.1988304779516519
234,0.42948115556584565,0.5346235098113049,0.2725719115583817,0.6970218879888602,0.14448126176196052,0.19878940456498212
235,0.42926877742979513,0.534588840270528,0.27252576825809,0.6969804906534687,0.14442072429344338,0.1987435755730485
236,0.4290412466614721,0.5345547985316628,0.2725184088329155,0.6969212778987445,0.14431216228919108,0.19874517347929133
237,0.4287607657728571,0.5345219444546446,0.2725029407594818,0.6968283603550971,0.14425937514741957,0.19874500599849412
238,0.428388322701162,0.5344699461038487,0.27252859245876654,0.6967920267996817,0.14419341040550746,0.1987249395356337
239,0.4279038722940084,0.5344101686556127,0.2725600969550918,0.6967436353446874,0.1441411874333695,0.19874743244763637
240,0.4276883227442525,0.5344009145367453,0.27256478661511113,0.6967454274241892,0.14406726458408672,0.19874570684825055
241,0.4274295580074137,0.5343488175834186,0.2725393925039835,0.6966636741745115,0.143970488703549,0.19872276693315977
242,0.42712693239398786,0.5343354046590054,0.27249669883899214,0.6966032276567964,0.14392201834887774,0.19873999312956048
243,0.42692675276836,0.534291506950895,0.2724257051060184,0.6965436544120702,0.14386605193123517,0.1987377256380687
244,0.42646359016413893,0.5342477592154254,0.27248529169665603,0.696568341221854,0.14378885322330928,0.19869747199445126
245,0.42613705012796094,0.5342221117031336,0.2724597396455262,0.6965539153483761,0.14372259897997242,0.19866679133505355
246,0.4259326836023848,0.5342293200184235,0.27240494462303083,0.6965346185718996,0.1436747364884109,0.1986453369218047
247,0.42574905037216926,0.5340949948348033,0.27230564941679375,0.6964333436238778,0.14365185344240064,0.19861287078002893
